ticket_id,customer_id,created_at,resolved_at,category,status,cs_rep_id,first_response_mins,resolution_mins
7469,1359,2023-11-13,2023-11-19,bug,closed,3,191,8640
7470,556,2024-10-08,2024-10-08,billing,closed,50,185,0
7471,765,2023-10-25,2023-10-25,usage_question,closed,35,223,0
7472,231,2024-10-07,2024-10-07,usage_question,closed,7,65,0
7473,1525,2024-01-18,2024-01-24,bug,closed,24,139,8640
7474,1069,2024-01-08,2024-01-08,usage_question,closed,13,210,0
7475,1667,2024-07-24,2024-07-28,other,closed,46,165,5760
7476,552,2024-06-20,2024-06-23,usage_question,closed,2,155,4320
7477,790,2024-08-07,2024-08-14,bug,closed,46,50,10080
7478,297,2023-12-22,2023-12-22,usage_question,closed,36,55,0
7479,347,2024-06-17,2024-06-17,usage_question,closed,15,72,0
7480,138,2024-01-23,2024-01-24,bug,closed,21,61,1440
7481,408,2024-03-21,2024-03-21,usage_question,closed,27,167,0
7482,545,2024-09-16,2024-09-16,billing,closed,10,96,0
7483,35,2024-02-04,2024-02-11,feature_request,closed,37,125,10080
7484,237,2024-03-06,2024-03-10,other,closed,40,179,5760
7485,1739,2024-10-15,2024-10-15,bug,closed,9,37,0
7486,644,2024-05-05,2024-05-05,bug,closed,13,64,0
7487,466,2023-11-01,2023-11-01,usage_question,closed,29,70,0
7488,453,2024-04-20,2024-04-20,bug,closed,8,29,0
7489,1633,2023-12-03,2023-12-08,other,closed,27,24,7200
7490,873,2024-03-15,2024-03-19,other,closed,42,82,5760
7491,18,2024-12-25,2024-12-30,feature_request,closed,46,148,7200
7492,885,2024-01-12,2024-01-12,bug,closed,21,178,0
7493,151,2024-04-05,2024-04-09,other,closed,47,168,5760
7494,1092,2024-06-05,2024-06-08,usage_question,closed,8,113,4320
7495,1867,2024-06-06,2024-06-09,feature_request,closed,42,93,4320
7496,724,2024-05-07,2024-05-14,other,closed,37,47,10080
7497,44,2024-08-29,2024-09-05,other,closed,43,213,10080
7498,451,2024-11-15,2024-11-21,bug,closed,23,184,8640
7499,1693,2024-11-27,2024-12-03,usage_question,closed,33,173,8640
7500,915,2024-10-21,2024-10-27,usage_question,closed,19,160,8640
7501,1410,2024-08-19,2024-08-25,bug,closed,26,57,8640
7502,244,2024-05-19,2024-05-21,usage_question,closed,2,97,2880
7503,918,2024-07-15,2024-07-15,feature_request,closed,33,188,0
7504,1672,2024-10-27,2024-10-27,bug,closed,19,123,0
7505,701,2024-03-24,2024-03-24,feature_request,closed,30,102,0
7506,1679,2024-07-26,2024-07-26,feature_request,closed,31,70,0
7507,945,2024-01-19,2024-01-19,billing,closed,43,160,0
7508,1685,2024-09-28,2024-09-30,usage_question,closed,27,240,2880
7509,1240,2024-07-10,2024-07-10,bug,closed,26,201,0
7510,1273,2024-09-03,2024-09-03,bug,closed,26,122,0
7511,311,2024-09-21,2024-09-28,billing,closed,14,208,10080
7512,197,2024-06-13,2024-06-14,other,closed,30,34,1440
7513,546,2024-01-09,2024-01-10,usage_question,closed,14,223,1440
7514,783,2024-03-17,2024-03-17,usage_question,closed,21,123,0
7515,1930,2024-01-16,2024-01-16,feature_request,closed,11,145,0
7516,1290,2024-09-25,2024-10-01,feature_request,closed,21,193,8640
7517,744,2024-07-09,2024-07-13,other,closed,48,28,5760
7518,1865,2024-06-15,2024-06-20,other,closed,43,131,7200
7519,957,2024-03-30,2024-03-30,bug,closed,24,223,0
7520,1441,2024-11-07,2024-11-14,usage_question,closed,14,100,10080
7521,1695,2024-08-04,2024-08-04,bug,closed,29,54,0
7522,1186,2024-12-07,2024-12-08,usage_question,closed,31,137,1440
7523,295,2023-05-25,2023-05-25,feature_request,closed,14,75,0
7524,1552,2024-05-30,2024-05-30,other,closed,30,237,0
7525,1486,2024-03-09,2024-03-09,bug,closed,44,215,0
7526,629,2024-07-24,2024-07-27,feature_request,closed,21,62,4320
7527,1349,2024-05-21,2024-05-21,other,closed,2,237,0
7528,1312,2023-11-15,2023-11-19,feature_request,closed,8,225,5760
7529,1901,2024-06-02,2024-06-02,usage_question,closed,33,140,0
7530,1802,2023-11-26,2023-11-30,billing,closed,27,113,5760
7531,1492,2023-12-11,2023-12-17,bug,closed,37,56,8640
7532,660,2023-12-28,2024-01-03,billing,closed,24,132,8640
7533,1433,2024-12-08,2024-12-08,usage_question,closed,8,42,0
7534,1335,2023-10-27,2023-10-27,bug,closed,23,89,0
7535,870,2024-08-14,2024-08-14,bug,closed,25,115,0
7536,1457,2024-05-13,2024-05-13,usage_question,closed,1,181,0
7537,674,2024-07-13,2024-07-13,billing,closed,19,72,0
7538,399,2024-02-23,2024-02-24,billing,closed,38,228,1440
7539,250,2024-04-19,2024-04-25,feature_request,closed,14,219,8640
7540,1309,2024-07-14,2024-07-18,usage_question,closed,15,120,5760
7541,712,2024-09-21,2024-09-21,bug,closed,17,212,0
7542,994,2023-05-29,2023-05-31,billing,closed,5,77,2880
7543,894,2024-08-28,2024-08-29,bug,closed,7,155,1440
7544,319,2024-05-29,2024-05-29,other,closed,4,163,0
7545,572,2024-09-13,2024-09-13,feature_request,closed,42,55,0
7546,1558,2024-05-08,2024-05-08,bug,closed,1,20,0
7547,656,2024-05-16,2024-05-20,feature_request,closed,22,35,5760
7548,1056,2024-01-24,2024-01-24,feature_request,closed,44,49,0
7549,823,2024-01-23,2024-01-23,usage_question,closed,31,159,0
7550,1587,2024-04-24,2024-05-01,billing,closed,30,47,10080
7551,1805,2023-03-15,2023-03-15,bug,closed,18,141,0
7552,48,2024-03-02,2024-03-02,usage_question,closed,45,23,0
7553,1548,2023-12-07,2023-12-08,feature_request,closed,47,133,1440
7554,1512,2024-04-15,2024-04-16,bug,closed,49,218,1440
7555,1613,2024-07-18,2024-07-18,feature_request,closed,16,171,0
7556,1144,2024-09-19,2024-09-24,billing,closed,26,167,7200
7557,546,2024-10-04,2024-10-11,bug,closed,10,193,10080
7558,1444,2024-03-04,2024-03-06,usage_question,closed,36,181,2880
7559,359,2024-06-29,2024-06-29,bug,closed,43,182,0
7560,1218,2024-11-01,2024-11-07,usage_question,closed,14,55,8640
7561,1335,2024-10-14,2024-10-15,usage_question,closed,32,198,1440
7562,511,2024-01-14,2024-01-17,bug,closed,46,15,4320
7563,537,2024-04-23,2024-04-23,bug,closed,34,228,0
7564,1581,2024-06-02,2024-06-02,usage_question,closed,17,184,0
7565,127,2023-07-25,2023-07-29,usage_question,closed,46,173,5760
7566,380,2024-12-26,2024-12-27,other,closed,45,105,1440
7567,531,2023-12-21,2023-12-21,usage_question,closed,32,216,0
7568,534,2024-04-29,2024-04-29,bug,closed,33,18,0
7569,1239,2024-08-29,2024-09-04,feature_request,closed,43,231,8640
7570,452,2024-05-20,2024-05-20,usage_question,closed,8,135,0
7571,873,2024-08-09,2024-08-11,usage_question,closed,33,177,2880
7572,371,2024-11-23,2024-11-23,feature_request,closed,43,98,0
7573,950,2024-01-24,2024-01-27,usage_question,closed,47,131,4320
7574,448,2024-09-08,2024-09-14,usage_question,closed,1,42,8640
7575,253,2024-05-14,2024-05-18,billing,closed,38,172,5760
7576,313,2024-06-05,2024-06-05,feature_request,closed,33,35,0
7577,777,2023-10-18,2023-10-18,usage_question,closed,45,66,0
7578,567,2024-09-30,2024-09-30,bug,closed,29,96,0
7579,491,2024-05-09,2024-05-09,other,closed,38,141,0
7580,1868,2024-07-09,2024-07-11,billing,closed,45,43,2880
7581,1234,2024-10-16,2024-10-23,usage_question,closed,38,66,10080
7582,243,2024-12-05,2024-12-06,usage_question,closed,18,216,1440
7583,591,2024-01-05,2024-01-10,usage_question,closed,15,93,7200
7584,561,2024-05-04,2024-05-11,usage_question,closed,22,175,10080
7585,1974,2024-04-13,2024-04-14,usage_question,closed,24,187,1440
7586,1295,2024-05-30,2024-05-30,other,closed,49,92,0
7587,378,2024-11-13,2024-11-20,usage_question,closed,38,86,10080
7588,441,2023-11-30,2023-11-30,other,closed,48,144,0
7589,731,2024-10-29,2024-10-29,bug,closed,10,48,0
7590,539,2024-04-04,2024-04-09,usage_question,closed,34,214,7200
7591,1085,2024-04-21,2024-04-23,feature_request,closed,46,223,2880
7592,805,2024-11-13,2024-11-14,usage_question,closed,26,100,1440
7593,1495,2024-11-25,2024-11-25,usage_question,closed,42,106,0
7594,269,2023-12-04,2023-12-05,usage_question,closed,50,226,1440
7595,185,2023-08-18,2023-08-23,usage_question,closed,46,24,7200
7596,1773,2023-12-31,2024-01-07,usage_question,closed,3,213,10080
7597,24,2024-08-10,2024-08-10,usage_question,closed,17,212,0
7598,1626,2024-02-26,2024-03-02,bug,closed,4,61,7200
7599,1676,2024-01-01,2024-01-04,usage_question,closed,43,33,4320
7600,1026,2023-10-17,2023-10-20,bug,closed,46,115,4320
7601,1284,2024-08-10,2024-08-17,usage_question,closed,16,32,10080
7602,1128,2024-10-08,2024-10-08,other,closed,50,156,0
7603,1815,2024-02-23,2024-02-25,billing,closed,13,208,2880
7604,1968,2024-07-26,2024-07-26,usage_question,closed,3,104,0
7605,338,2024-11-28,2024-12-01,feature_request,closed,35,43,4320
7606,780,2023-09-07,2023-09-09,usage_question,closed,29,42,2880
7607,1656,2023-08-26,2023-08-26,feature_request,closed,44,67,0
7608,343,2024-10-12,2024-10-12,billing,closed,5,85,0
7609,1689,2024-09-06,2024-09-08,other,closed,37,20,2880
7610,1257,2024-09-07,2024-09-13,bug,closed,19,158,8640
7611,147,2024-09-26,2024-09-27,feature_request,closed,5,185,1440
7612,208,2024-02-27,2024-02-27,billing,closed,12,28,0
7613,1120,2024-05-01,2024-05-03,usage_question,closed,16,90,2880
7614,1035,2024-02-07,2024-02-12,usage_question,closed,47,164,7200
7615,781,2023-06-27,2023-06-30,usage_question,closed,43,91,4320
7616,1498,2024-11-29,2024-11-29,billing,closed,12,231,0
7617,504,2024-06-18,2024-06-18,billing,closed,7,42,0
7618,1840,2024-09-03,2024-09-10,usage_question,closed,38,192,10080
7619,1509,2023-06-21,2023-06-22,feature_request,closed,9,115,1440
7620,504,2024-10-09,2024-10-09,feature_request,closed,48,136,0
7621,1682,2023-10-26,2023-10-31,bug,closed,31,49,7200
7622,112,2024-12-08,2024-12-08,other,closed,8,231,0
7623,77,2024-06-14,2024-06-14,usage_question,closed,11,169,0
7624,1391,2024-04-10,2024-04-11,usage_question,closed,19,169,1440
7625,1896,2024-06-11,2024-06-11,other,closed,32,113,0
7626,380,2023-12-31,2023-12-31,usage_question,closed,46,36,0
7627,1782,2024-05-28,2024-06-02,usage_question,closed,14,54,7200
7628,1898,2024-12-29,2025-01-03,billing,open,47,20,7200
7629,437,2023-11-03,2023-11-06,bug,closed,32,77,4320
7630,897,2024-06-12,2024-06-12,usage_question,closed,29,218,0
7631,997,2024-06-10,2024-06-10,feature_request,closed,29,22,0
7632,1335,2024-05-25,2024-05-30,billing,closed,14,207,7200
7633,942,2023-11-28,2023-11-28,usage_question,closed,35,42,0
7634,493,2024-03-29,2024-03-30,usage_question,closed,24,64,1440
7635,397,2024-04-14,2024-04-14,usage_question,closed,24,228,0
7636,25,2023-09-30,2023-10-06,bug,closed,35,125,8640
7637,758,2024-06-29,2024-07-02,billing,closed,44,228,4320
7638,202,2024-09-07,2024-09-12,other,closed,5,188,7200
7639,807,2023-12-08,2023-12-09,billing,closed,17,164,1440
7640,133,2024-10-25,2024-10-27,bug,closed,30,161,2880
7641,1020,2023-08-26,2023-08-26,feature_request,closed,3,25,0
7642,1128,2024-06-18,2024-06-18,bug,closed,19,92,0
7643,180,2024-06-27,2024-06-27,billing,closed,21,117,0
7644,694,2024-08-19,2024-08-19,bug,closed,26,46,0
7645,23,2024-08-14,2024-08-21,bug,closed,48,50,10080
7646,1402,2024-10-09,2024-10-09,usage_question,closed,12,186,0
7647,1060,2024-05-01,2024-05-01,usage_question,closed,14,77,0
7648,1850,2024-12-12,2024-12-12,other,closed,2,212,0
7649,970,2024-10-16,2024-10-16,feature_request,closed,12,157,0
7650,1847,2023-12-06,2023-12-06,bug,closed,8,192,0
7651,106,2024-11-02,2024-11-02,usage_question,closed,16,211,0
7652,38,2024-01-14,2024-01-15,other,closed,5,184,1440
7653,1301,2024-11-04,2024-11-04,usage_question,closed,21,27,0
7654,718,2024-04-02,2024-04-02,usage_question,closed,15,66,0
7655,1372,2024-07-20,2024-07-20,bug,closed,43,46,0
7656,963,2024-05-07,2024-05-13,feature_request,closed,42,71,8640
7657,1059,2024-04-22,2024-04-22,feature_request,closed,36,40,0
7658,1917,2024-03-26,2024-03-30,usage_question,closed,45,75,5760
7659,1190,2024-08-25,2024-08-25,billing,closed,39,53,0
7660,1143,2024-06-13,2024-06-13,bug,closed,5,186,0
7661,1485,2024-08-29,2024-08-29,feature_request,closed,18,160,0
7662,897,2023-02-12,2023-02-12,bug,closed,49,229,0
7663,69,2024-05-19,2024-05-24,feature_request,closed,5,117,7200
7664,1940,2024-08-28,2024-08-28,bug,closed,44,94,0
7665,757,2023-03-16,2023-03-16,usage_question,closed,5,45,0
7666,1411,2024-05-22,2024-05-22,bug,closed,15,239,0
7667,1921,2024-10-14,2024-10-21,usage_question,closed,21,102,10080
7668,6,2023-11-20,2023-11-20,usage_question,closed,44,196,0
7669,1275,2024-07-01,2024-07-04,bug,closed,23,75,4320
7670,312,2024-09-04,2024-09-04,usage_question,closed,50,148,0
7671,1260,2024-10-12,2024-10-12,bug,closed,33,137,0
7672,1479,2024-12-10,2024-12-10,usage_question,closed,3,168,0
7673,642,2024-04-22,2024-04-22,bug,closed,31,238,0
7674,1042,2024-04-28,2024-04-28,billing,closed,16,65,0
7675,1552,2024-03-15,2024-03-18,billing,closed,4,160,4320
7676,986,2024-05-27,2024-05-31,bug,closed,6,229,5760
7677,319,2023-09-30,2023-10-06,feature_request,closed,38,70,8640
7678,631,2024-02-22,2024-02-22,usage_question,closed,46,211,0
7679,639,2024-12-03,2024-12-03,usage_question,closed,47,143,0
7680,526,2024-09-09,2024-09-14,usage_question,closed,23,51,7200
7681,115,2024-12-29,2024-12-29,usage_question,closed,49,207,0
7682,1256,2024-05-10,2024-05-16,billing,closed,1,50,8640
7683,1681,2024-03-19,2024-03-19,other,closed,8,236,0
7684,1419,2024-02-17,2024-02-23,bug,closed,7,121,8640
7685,1116,2024-08-16,2024-08-16,bug,closed,1,141,0
7686,428,2024-05-28,2024-05-31,bug,closed,36,100,4320
7687,348,2024-01-01,2024-01-06,feature_request,closed,44,124,7200
7688,727,2023-01-21,2023-01-27,bug,closed,4,229,8640
7689,943,2024-04-06,2024-04-06,billing,closed,49,72,0
7690,495,2024-11-06,2024-11-06,other,closed,18,178,0
7691,1062,2024-08-09,2024-08-09,billing,closed,40,226,0
7692,1158,2023-12-14,2023-12-19,billing,closed,8,230,7200
7693,1668,2023-12-04,2023-12-04,usage_question,closed,44,85,0
7694,1405,2024-05-24,2024-05-24,other,closed,40,240,0
7695,8,2024-03-23,2024-03-23,usage_question,closed,42,132,0
7696,1893,2024-11-13,2024-11-13,usage_question,closed,30,66,0
7697,420,2024-10-23,2024-10-23,bug,closed,34,151,0
7698,227,2024-05-10,2024-05-16,bug,closed,7,89,8640
7699,1459,2024-05-28,2024-05-28,bug,closed,23,123,0
7700,705,2023-07-17,2023-07-17,bug,closed,50,125,0
7701,1118,2024-11-08,2024-11-13,usage_question,closed,39,237,7200
7702,1330,2023-12-21,2023-12-26,feature_request,closed,27,27,7200
7703,29,2024-06-08,2024-06-12,other,closed,12,215,5760
7704,1660,2024-07-21,2024-07-28,usage_question,closed,32,86,10080
7705,1645,2024-12-08,2024-12-11,billing,closed,27,111,4320
7706,924,2024-11-08,2024-11-08,usage_question,closed,47,230,0
7707,824,2024-09-13,2024-09-16,feature_request,closed,21,103,4320
7708,1856,2023-10-10,2023-10-11,feature_request,closed,31,191,1440
7709,1254,2023-10-20,2023-10-20,usage_question,closed,34,146,0
7710,1621,2024-06-03,2024-06-03,bug,closed,30,141,0
7711,1257,2024-04-23,2024-04-23,usage_question,closed,36,221,0
7712,585,2024-06-28,2024-06-29,usage_question,closed,10,91,1440
7713,1226,2023-07-08,2023-07-10,other,closed,50,195,2880
7714,1625,2024-06-06,2024-06-08,usage_question,closed,15,221,2880
7715,1070,2023-12-21,2023-12-22,bug,closed,47,162,1440
7716,1598,2024-09-12,2024-09-12,other,closed,6,118,0
7717,1325,2024-12-27,2024-12-27,bug,closed,47,221,0
7718,1613,2024-08-07,2024-08-11,usage_question,closed,31,143,5760
7719,1704,2024-01-01,2024-01-01,usage_question,closed,49,157,0
7720,1254,2024-02-10,2024-02-10,usage_question,closed,5,134,0
7721,863,2023-12-30,2024-01-03,bug,closed,49,28,5760
7722,855,2024-05-04,2024-05-04,usage_question,closed,49,22,0
7723,75,2023-09-14,2023-09-14,billing,closed,48,174,0
7724,1344,2024-08-14,2024-08-15,usage_question,closed,27,71,1440
7725,13,2024-09-15,2024-09-17,usage_question,closed,39,92,2880
7726,1634,2024-12-05,2024-12-07,usage_question,closed,19,236,2880
7727,1985,2024-07-09,2024-07-10,bug,closed,1,229,1440
7728,1682,2024-04-16,2024-04-16,bug,closed,33,165,0
7729,517,2024-04-12,2024-04-17,bug,closed,21,89,7200
7730,669,2024-12-09,2024-12-10,usage_question,closed,22,229,1440
7731,438,2024-04-14,2024-04-16,usage_question,closed,15,118,2880
7732,464,2024-01-26,2024-01-26,usage_question,closed,15,20,0
7733,1901,2024-02-25,2024-02-25,usage_question,closed,45,73,0
7734,1733,2024-06-07,2024-06-11,usage_question,closed,50,183,5760
7735,1465,2024-07-11,2024-07-16,bug,closed,43,139,7200
7736,1016,2024-11-12,2024-11-14,bug,closed,45,79,2880
7737,495,2024-02-29,2024-03-07,bug,closed,32,191,10080
7738,1938,2024-08-20,2024-08-26,usage_question,closed,20,136,8640
7739,1271,2024-01-22,2024-01-22,bug,closed,36,66,0
7740,1818,2024-05-02,2024-05-02,billing,closed,34,151,0
7741,977,2024-01-15,2024-01-22,feature_request,closed,47,112,10080
7742,1991,2024-10-26,2024-10-26,usage_question,closed,13,222,0
7743,1481,2024-12-19,2024-12-19,usage_question,closed,8,173,0
7744,1740,2024-10-09,2024-10-10,usage_question,closed,37,72,1440
7745,984,2024-06-09,2024-06-09,usage_question,closed,16,65,0
7746,1073,2023-12-25,2023-12-25,usage_question,closed,35,194,0
7747,671,2023-11-13,2023-11-13,usage_question,closed,37,153,0
7748,1146,2024-08-25,2024-08-25,bug,closed,16,240,0
7749,875,2024-10-08,2024-10-08,other,closed,14,68,0
7750,770,2024-07-22,2024-07-22,bug,closed,46,172,0
7751,315,2024-01-24,2024-01-28,bug,closed,47,113,5760
7752,677,2024-03-06,2024-03-07,other,closed,48,41,1440
7753,1360,2024-06-21,2024-06-21,usage_question,closed,44,73,0
7754,532,2024-05-11,2024-05-13,bug,closed,42,18,2880
7755,1785,2024-06-15,2024-06-22,usage_question,closed,50,115,10080
7756,1492,2024-08-19,2024-08-19,bug,closed,11,132,0
7757,502,2024-06-29,2024-06-29,usage_question,closed,14,131,0
7758,843,2024-12-04,2024-12-05,usage_question,closed,1,26,1440
7759,802,2024-12-10,2024-12-12,usage_question,closed,46,119,2880
7760,951,2023-10-03,2023-10-10,feature_request,closed,50,52,10080
7761,396,2024-09-17,2024-09-17,bug,closed,3,149,0
7762,1830,2023-11-09,2023-11-09,bug,closed,44,49,0
7763,1246,2024-03-14,2024-03-14,bug,closed,22,219,0
7764,107,2023-09-22,2023-09-27,usage_question,closed,5,121,7200
7765,1551,2024-09-13,2024-09-17,feature_request,closed,16,43,5760
7766,1819,2024-10-28,2024-10-28,bug,closed,10,207,0
7767,362,2023-10-07,2023-10-08,billing,closed,30,178,1440
7768,1840,2024-05-20,2024-05-27,feature_request,closed,10,36,10080
7769,126,2024-08-22,2024-08-25,other,closed,47,158,4320
7770,1686,2024-07-03,2024-07-03,usage_question,closed,12,223,0
7771,260,2024-07-30,2024-08-04,bug,closed,31,153,7200
7772,1494,2024-12-08,2024-12-12,usage_question,closed,35,60,5760
7773,1739,2024-10-08,2024-10-08,bug,closed,2,188,0
7774,686,2024-01-02,2024-01-02,bug,closed,50,34,0
7775,780,2024-09-17,2024-09-17,usage_question,closed,15,41,0
7776,1584,2024-05-29,2024-05-30,feature_request,closed,48,24,1440
7777,20,2024-02-20,2024-02-25,bug,closed,7,18,7200
7778,1422,2024-01-06,2024-01-06,bug,closed,31,222,0
7779,1476,2024-02-06,2024-02-06,usage_question,closed,45,135,0
7780,1500,2023-10-22,2023-10-22,billing,closed,35,109,0
7781,336,2024-05-01,2024-05-01,bug,closed,5,152,0
7782,1709,2024-07-04,2024-07-06,usage_question,closed,32,208,2880
7783,1743,2024-04-21,2024-04-21,usage_question,closed,39,40,0
7784,813,2024-04-01,2024-04-05,usage_question,closed,47,212,5760
7785,681,2024-08-17,2024-08-24,feature_request,closed,12,57,10080
7786,323,2023-12-15,2023-12-15,other,closed,46,137,0
7787,9,2024-04-22,2024-04-22,usage_question,closed,50,232,0
7788,787,2024-11-25,2024-11-25,other,closed,4,207,0
7789,737,2024-12-06,2024-12-06,billing,closed,45,153,0
7790,1430,2024-07-25,2024-08-01,billing,closed,22,232,10080
7791,1250,2024-11-27,2024-11-27,bug,closed,5,180,0
7792,1202,2024-05-04,2024-05-04,feature_request,closed,48,234,0
7793,1034,2024-08-20,2024-08-22,bug,closed,39,60,2880
7794,843,2024-06-23,2024-06-28,billing,closed,34,126,7200
7795,1173,2023-12-27,2024-01-02,billing,closed,2,189,8640
7796,11,2024-09-26,2024-09-29,feature_request,closed,39,184,4320
7797,461,2024-12-11,2024-12-11,usage_question,closed,46,16,0
7798,1467,2024-02-22,2024-02-25,usage_question,closed,22,170,4320
7799,62,2023-11-13,2023-11-14,bug,closed,13,86,1440
7800,1769,2023-10-24,2023-10-26,feature_request,closed,50,210,2880
7801,1299,2024-08-08,2024-08-13,feature_request,closed,3,90,7200
7802,1857,2023-03-05,2023-03-11,billing,closed,40,206,8640
7803,1382,2024-12-05,2024-12-05,other,closed,50,151,0
7804,1295,2024-11-01,2024-11-01,bug,closed,11,201,0
7805,205,2024-03-30,2024-04-01,bug,closed,26,92,2880
7806,1575,2024-12-09,2024-12-09,bug,closed,24,197,0
7807,1125,2024-02-13,2024-02-13,other,closed,7,110,0
7808,1490,2024-11-26,2024-12-01,bug,closed,1,238,7200
7809,398,2024-04-27,2024-04-27,bug,closed,1,38,0
7810,379,2024-06-06,2024-06-07,feature_request,closed,27,201,1440
7811,448,2024-12-01,2024-12-01,usage_question,closed,29,68,0
7812,1818,2024-02-27,2024-03-04,feature_request,closed,42,20,8640
7813,452,2023-12-14,2023-12-14,other,closed,23,194,0
7814,1748,2024-07-21,2024-07-26,feature_request,closed,50,239,7200
7815,589,2024-06-11,2024-06-11,other,closed,12,15,0
7816,1875,2024-05-17,2024-05-22,usage_question,closed,46,151,7200
7817,641,2024-10-31,2024-10-31,feature_request,closed,33,100,0
7818,788,2023-11-19,2023-11-19,feature_request,closed,18,32,0
7819,1628,2024-07-21,2024-07-21,feature_request,closed,3,150,0
7820,796,2024-07-19,2024-07-19,usage_question,closed,10,161,0
7821,826,2024-07-28,2024-07-28,bug,closed,3,220,0
7822,57,2024-03-18,2024-03-18,bug,closed,31,58,0
7823,618,2024-10-25,2024-11-01,usage_question,closed,20,154,10080
7824,660,2024-11-26,2024-11-27,bug,closed,21,60,1440
7825,733,2023-10-09,2023-10-15,usage_question,closed,23,139,8640
7826,1084,2024-07-24,2024-07-30,other,closed,4,88,8640
7827,1483,2024-08-17,2024-08-23,bug,closed,36,77,8640
7828,33,2024-04-23,2024-04-27,billing,closed,31,154,5760
7829,1508,2024-05-06,2024-05-08,other,closed,18,183,2880
7830,1365,2024-12-05,2024-12-05,bug,closed,45,191,0
7831,176,2024-12-13,2024-12-14,feature_request,closed,8,220,1440
7832,191,2024-12-29,2024-12-29,other,closed,29,202,0
7833,1437,2024-12-08,2024-12-11,bug,closed,37,51,4320
7834,44,2023-11-27,2023-11-27,usage_question,closed,2,18,0
7835,880,2023-10-31,2023-11-03,usage_question,closed,26,106,4320
7836,1930,2024-02-22,2024-02-22,feature_request,closed,18,185,0
7837,965,2024-01-13,2024-01-17,other,closed,1,176,5760
7838,1112,2024-09-14,2024-09-14,bug,closed,18,189,0
7839,749,2024-04-02,2024-04-07,feature_request,closed,24,25,7200
7840,1262,2024-05-31,2024-05-31,usage_question,closed,9,68,0
7841,830,2024-06-25,2024-06-29,feature_request,closed,7,32,5760
7842,1297,2024-02-25,2024-02-25,feature_request,closed,40,147,0
7843,137,2023-08-26,2023-08-27,bug,closed,11,102,1440
7844,70,2024-01-22,2024-01-22,other,closed,4,112,0
7845,1825,2023-10-14,2023-10-21,feature_request,closed,18,48,10080
7846,1887,2024-02-14,2024-02-14,usage_question,closed,43,115,0
7847,1202,2023-11-17,2023-11-24,usage_question,closed,6,200,10080
7848,147,2024-07-07,2024-07-07,bug,closed,29,113,0
7849,1509,2024-09-02,2024-09-06,other,closed,22,203,5760
7850,696,2024-09-06,2024-09-06,usage_question,closed,47,187,0
7851,422,2024-08-16,2024-08-21,usage_question,closed,3,96,7200
7852,1332,2024-06-29,2024-06-29,feature_request,closed,10,114,0
7853,210,2023-06-07,2023-06-09,usage_question,closed,17,153,2880
7854,39,2024-10-25,2024-10-30,billing,closed,32,95,7200
7855,1206,2024-08-28,2024-08-30,usage_question,closed,46,202,2880
7856,22,2024-01-18,2024-01-18,feature_request,closed,22,45,0
7857,471,2024-08-10,2024-08-13,billing,closed,26,145,4320
7858,323,2024-03-14,2024-03-20,other,closed,19,231,8640
7859,1202,2024-11-21,2024-11-21,bug,closed,20,86,0
7860,1858,2024-10-27,2024-10-27,feature_request,closed,17,163,0
7861,1403,2024-09-29,2024-09-29,bug,closed,22,20,0
7862,1206,2024-09-17,2024-09-17,usage_question,closed,40,123,0
7863,115,2023-12-06,2023-12-06,bug,closed,43,203,0
7864,1281,2023-08-26,2023-09-01,feature_request,closed,3,50,8640
7865,1889,2024-05-31,2024-06-02,usage_question,closed,25,111,2880
7866,29,2024-07-19,2024-07-19,usage_question,closed,9,196,0
7867,1035,2023-11-19,2023-11-24,bug,closed,31,231,7200
7868,1496,2024-07-28,2024-08-03,usage_question,closed,44,74,8640
7869,1418,2024-08-14,2024-08-15,other,closed,27,219,1440
7870,1486,2024-08-27,2024-08-31,usage_question,closed,33,54,5760
7871,629,2024-10-19,2024-10-19,bug,closed,15,21,0
7872,700,2024-03-02,2024-03-02,bug,closed,44,139,0
7873,1462,2024-11-27,2024-12-02,usage_question,closed,12,236,7200
7874,678,2024-07-11,2024-07-11,usage_question,closed,23,178,0
7875,692,2024-12-17,2024-12-21,feature_request,closed,6,238,5760
7876,951,2024-12-21,2024-12-28,usage_question,closed,17,153,10080
7877,727,2024-10-27,2024-10-27,bug,closed,49,82,0
7878,1110,2024-09-21,2024-09-22,feature_request,closed,17,138,1440
7879,1828,2024-10-12,2024-10-12,feature_request,closed,49,218,0
7880,604,2024-07-11,2024-07-11,usage_question,closed,45,151,0
7881,1729,2024-10-06,2024-10-06,usage_question,closed,42,186,0
7882,1823,2024-08-03,2024-08-03,bug,closed,4,198,0
7883,406,2024-10-18,2024-10-25,usage_question,closed,34,122,10080
7884,1910,2024-03-13,2024-03-16,usage_question,closed,21,34,4320
7885,1667,2024-08-11,2024-08-16,billing,closed,1,136,7200
7886,331,2023-10-14,2023-10-14,billing,closed,37,84,0
7887,1553,2024-09-20,2024-09-26,usage_question,closed,44,103,8640
7888,648,2024-05-08,2024-05-13,usage_question,closed,3,62,7200
7889,1937,2024-09-27,2024-09-27,feature_request,closed,12,85,0
7890,1322,2024-05-07,2024-05-10,feature_request,closed,17,40,4320
7891,678,2024-11-21,2024-11-27,usage_question,closed,25,17,8640
