customer_id,account_id,onboard_date,segment,status
1451,2605,2025-01-18,SMB,active
1452,3435,2023-07-15,Mid-Market,active
1453,3993,2023-03-13,SMB,churned
1454,2399,2024-01-25,SMB,active
1455,2707,2025-02-23,Mid-Market,active
1456,219,2023-08-14,SMB,active
1457,862,2024-03-14,SMB,active
1458,3710,2023-10-08,SMB,churned
1459,2639,2024-08-21,SMB,active
1460,3368,2025-01-30,SMB,active
1461,394,2024-01-10,SMB,churned
1462,3258,2024-09-26,SMB,active
1463,27,2024-01-26,SMB,churned
1464,3407,2024-07-11,Mid-Market,active
1465,547,2024-11-06,SMB,churned
1466,3352,2023-05-19,SMB,active
1467,3085,2024-06-08,Mid-Market,active
1468,1869,2025-01-15,SMB,active
1469,2628,2023-10-23,Mid-Market,active
1470,1415,2024-05-03,Mid-Market,active
1471,3641,2025-01-30,Enterprise,active
1472,1484,2023-02-24,SMB,active
1473,516,2024-04-03,Mid-Market,active
1474,1281,2023-12-17,SMB,active
1475,2708,2024-08-22,SMB,active
1476,2604,2023-04-09,SMB,churned
1477,1860,2024-08-30,SMB,active
1478,1101,2024-04-20,SMB,active
1479,3687,2023-01-18,Mid-Market,active
1480,1813,2024-11-11,SMB,active
1481,1259,2024-11-03,Mid-Market,active
1482,763,2025-03-14,SMB,active
1483,3292,2024-10-12,Mid-Market,active
1484,2303,2025-02-25,SMB,churned
1485,2009,2024-03-21,Mid-Market,active
1486,247,2025-02-01,SMB,churned
1487,2979,2023-01-17,Mid-Market,active
1488,416,2023-09-13,SMB,active
1489,2268,2023-04-17,SMB,active
1490,1548,2023-04-05,Mid-Market,active
1491,49,2025-04-16,SMB,active
1492,1177,2025-02-28,SMB,active
1493,813,2023-02-05,SMB,churned
1494,1263,2023-02-07,SMB,churned
1495,2479,2023-12-15,SMB,active
1496,2847,2023-01-26,SMB,active
1497,118,2025-04-19,SMB,active
1498,597,2025-02-06,SMB,active
1499,396,2024-12-04,Mid-Market,active
1500,802,2023-02-02,Mid-Market,active
1501,3443,2023-05-15,Enterprise,active
1502,3546,2025-04-26,SMB,active
1503,3046,2024-04-29,SMB,active
1504,3942,2023-10-15,SMB,active
1505,443,2023-06-14,SMB,active
1506,1499,2023-08-09,SMB,active
1507,2860,2024-01-23,SMB,active
1508,2472,2024-02-19,SMB,active
1509,430,2025-04-16,Enterprise,active
1510,18,2025-03-12,SMB,active
1511,867,2024-01-26,Mid-Market,active
1512,128,2023-07-26,SMB,active
1513,3204,2025-01-09,Mid-Market,active
1514,1758,2024-09-18,Mid-Market,active
1515,3546,2025-03-31,SMB,active
1516,1783,2024-04-08,SMB,active
1517,1596,2023-09-07,Mid-Market,churned
1518,3382,2025-01-19,SMB,active
1519,80,2025-03-18,SMB,active
1520,2504,2024-11-23,SMB,active
1521,981,2023-12-08,Mid-Market,active
1522,1794,2023-05-29,SMB,active
1523,907,2024-10-13,SMB,active
1524,668,2023-12-07,Mid-Market,active
1525,3410,2025-01-01,Mid-Market,churned
1526,2544,2025-01-25,SMB,active
1527,3009,2023-06-25,SMB,churned
1528,1187,2023-04-06,Enterprise,active
1529,306,2023-03-21,SMB,active
1530,2532,2024-05-09,SMB,active
1531,2980,2023-02-10,SMB,active
1532,965,2025-03-20,Mid-Market,active
1533,3192,2025-03-16,Mid-Market,active
1534,2476,2024-09-05,SMB,active
1535,665,2024-12-29,SMB,active
1536,2462,2023-07-15,Enterprise,active
1537,2160,2023-04-15,SMB,active
1538,2309,2024-08-28,Mid-Market,active
1539,757,2025-02-08,SMB,active
1540,2278,2024-04-04,Mid-Market,churned
1541,2487,2025-01-10,SMB,active
1542,1240,2024-02-20,Mid-Market,active
1543,1192,2023-05-06,SMB,churned
1544,1878,2024-03-26,Mid-Market,active
1545,151,2024-07-16,SMB,active
1546,989,2025-04-17,Mid-Market,active
1547,1505,2023-10-16,SMB,active
1548,2091,2024-05-07,SMB,churned
1549,3551,2024-09-25,SMB,active
1550,1824,2023-12-06,SMB,active
1551,95,2024-01-07,SMB,active
1552,3278,2023-12-20,Enterprise,active
1553,88,2024-01-27,SMB,active
1554,3152,2024-11-23,SMB,active
1555,686,2023-07-25,SMB,active
1556,2000,2025-01-20,SMB,active
1557,2443,2025-02-03,SMB,churned
1558,1600,2023-10-24,SMB,active
1559,3989,2025-01-21,SMB,active
1560,1176,2025-03-20,SMB,active
1561,1658,2024-09-14,Mid-Market,active
1562,3571,2024-05-10,SMB,churned
1563,3189,2023-10-28,Mid-Market,active
1564,1485,2024-09-14,Mid-Market,active
1565,1321,2024-01-29,SMB,active
1566,1197,2023-02-18,Mid-Market,active
1567,3553,2023-12-15,SMB,active
1568,408,2025-03-10,SMB,active
1569,954,2024-11-05,SMB,churned
1570,2616,2025-01-14,SMB,active
1571,472,2025-02-01,SMB,active
1572,23,2023-03-11,SMB,active
1573,2595,2025-03-21,SMB,churned
1574,2107,2023-04-19,Enterprise,churned
1575,2214,2023-07-26,Mid-Market,churned
1576,1804,2023-09-19,SMB,active
1577,1206,2024-07-21,Enterprise,churned
1578,2502,2024-07-12,SMB,churned
1579,1020,2023-06-23,Mid-Market,active
1580,3601,2025-01-25,Mid-Market,active
1581,1615,2025-03-24,SMB,active
1582,589,2023-02-07,SMB,active
1583,561,2024-05-21,SMB,active
1584,501,2024-04-17,Mid-Market,active
1585,1477,2024-04-18,SMB,active
1586,2822,2025-01-24,SMB,churned
1587,2968,2025-04-04,SMB,active
1588,331,2024-04-15,SMB,active
1589,2185,2024-02-29,SMB,active
1590,3205,2025-01-13,SMB,churned
1591,3512,2025-04-20,SMB,active
1592,406,2024-06-11,Mid-Market,active
1593,846,2025-04-07,Mid-Market,active
1594,2419,2024-12-09,SMB,churned
1595,2075,2025-04-02,SMB,churned
1596,3884,2025-03-04,SMB,active
1597,3304,2024-09-26,SMB,active
1598,2994,2023-10-29,SMB,active
1599,1063,2023-09-06,SMB,active
1600,2692,2025-03-08,SMB,active
1601,211,2023-05-19,Enterprise,active
1602,1771,2024-10-19,SMB,active
1603,374,2024-02-03,SMB,active
1604,670,2024-08-28,SMB,active
1605,3831,2023-03-19,SMB,active
1606,148,2025-03-14,Enterprise,active
1607,2281,2025-03-29,SMB,churned
1608,1698,2024-07-10,SMB,churned
1609,3705,2024-08-27,Mid-Market,active
1610,1451,2023-04-21,Mid-Market,active
1611,2363,2023-09-20,Mid-Market,active
1612,3468,2023-02-25,SMB,active
1613,143,2023-07-28,SMB,active
1614,3053,2024-02-05,SMB,active
1615,2727,2024-04-24,Mid-Market,active
1616,3011,2024-06-11,SMB,active
1617,1677,2024-11-19,SMB,active
1618,2198,2023-11-18,SMB,churned
1619,1092,2024-06-25,SMB,active
1620,1091,2023-04-21,Mid-Market,active
1621,2367,2023-04-17,SMB,active
1622,3555,2024-03-16,Mid-Market,active
1623,1635,2023-07-31,SMB,active
1624,218,2023-02-05,Mid-Market,active
1625,1996,2023-04-07,Mid-Market,active
1626,1225,2025-04-03,SMB,active
1627,3235,2025-02-01,Mid-Market,active
1628,1021,2025-02-07,SMB,churned
1629,3940,2023-02-06,Mid-Market,active
1630,14,2025-03-22,SMB,active
1631,3203,2023-06-12,SMB,active
1632,257,2024-07-27,SMB,active
1633,1686,2024-01-06,Mid-Market,active
1634,130,2024-08-18,Enterprise,active
1635,2342,2024-01-28,Mid-Market,active
1636,1747,2024-09-08,SMB,active
1637,3041,2023-12-30,Enterprise,active
1638,786,2023-10-20,SMB,active
1639,1489,2023-09-15,SMB,churned
1640,3427,2023-04-06,Mid-Market,active
1641,2349,2024-08-09,SMB,active
1642,1932,2025-02-07,SMB,active
1643,2928,2023-03-28,SMB,active
1644,997,2025-03-27,Mid-Market,churned
1645,3033,2023-04-25,SMB,active
1646,1459,2023-12-11,SMB,active
1647,1100,2025-03-31,SMB,churned
1648,2285,2024-03-09,SMB,churned
1649,1817,2023-05-09,SMB,active
1650,3382,2025-01-14,SMB,churned
1651,1099,2024-05-11,SMB,active
1652,2967,2024-03-03,SMB,active
1653,3786,2024-08-31,SMB,active
1654,2708,2025-04-16,SMB,active
1655,864,2024-05-19,SMB,active
1656,469,2024-11-10,Mid-Market,active
1657,3032,2025-01-21,Mid-Market,active
1658,3282,2023-05-21,Enterprise,active
1659,1774,2023-07-25,SMB,active
1660,3642,2023-12-20,SMB,churned
1661,2704,2024-07-22,Mid-Market,active
1662,1717,2025-04-03,SMB,active
1663,3796,2023-11-21,SMB,active
1664,1086,2024-11-17,SMB,active
1665,3998,2023-01-07,Mid-Market,churned
1666,3843,2023-09-09,SMB,active
1667,1271,2024-04-13,SMB,active
1668,3265,2023-12-01,Enterprise,churned
1669,2950,2025-02-20,Mid-Market,active
1670,1838,2025-04-03,SMB,active
1671,3307,2023-10-29,SMB,churned
1672,3606,2025-01-11,Mid-Market,active
1673,3237,2025-03-27,SMB,churned
1674,290,2024-04-04,SMB,active
1675,2505,2023-07-01,Enterprise,active
1676,1356,2024-05-07,SMB,active
1677,262,2025-03-16,SMB,active
1678,3797,2024-05-14,SMB,active
1679,1673,2023-01-16,Mid-Market,active
1680,1651,2023-11-23,Mid-Market,active
1681,1164,2025-03-19,Mid-Market,active
1682,2393,2023-11-08,Mid-Market,active
1683,1908,2023-07-07,SMB,active
1684,241,2024-06-24,SMB,active
1685,51,2023-03-17,SMB,active
1686,1752,2024-02-26,Mid-Market,active
1687,809,2023-04-02,SMB,active
1688,902,2024-08-27,SMB,active
1689,2417,2023-11-11,SMB,active
1690,3781,2024-05-10,SMB,churned
1691,1215,2024-06-29,SMB,active
1692,575,2023-12-14,Mid-Market,churned
1693,701,2023-03-29,SMB,active
1694,3794,2024-02-09,SMB,active
1695,1086,2024-12-04,SMB,active
1696,1802,2025-02-26,Mid-Market,churned
1697,1583,2024-09-28,SMB,active
1698,3281,2023-04-13,SMB,active
1699,439,2023-10-21,SMB,active
1700,85,2024-08-18,SMB,active
1701,108,2025-03-12,SMB,active
1702,953,2024-05-06,Mid-Market,active
1703,3094,2025-03-22,Enterprise,active
1704,3024,2025-02-11,SMB,active
1705,1230,2024-09-30,Mid-Market,active
1706,2963,2025-04-01,Enterprise,active
1707,1689,2023-10-05,SMB,active
1708,2154,2024-11-18,SMB,churned
1709,1032,2025-01-17,Mid-Market,active
1710,791,2023-11-19,SMB,active
1711,1148,2024-04-15,SMB,churned
1712,794,2024-11-15,SMB,active
1713,2509,2025-03-06,SMB,active
1714,1741,2025-04-15,SMB,active
1715,149,2024-08-27,Mid-Market,active
1716,3041,2024-01-05,Enterprise,churned
1717,1672,2024-07-31,SMB,active
1718,2660,2025-02-17,SMB,churned
1719,355,2025-04-18,Mid-Market,churned
1720,2154,2025-01-06,SMB,active
1721,2803,2023-06-27,SMB,churned
1722,2490,2023-09-13,SMB,active
1723,3593,2025-03-30,SMB,churned
1724,2198,2024-05-25,SMB,active
1725,478,2025-02-05,SMB,active
1726,656,2024-02-08,Mid-Market,active
1727,97,2025-02-03,SMB,active
1728,1007,2024-10-06,SMB,active
1729,2527,2023-11-01,SMB,active
1730,1643,2023-10-22,SMB,churned
1731,3113,2024-02-17,SMB,active
1732,89,2023-08-16,Mid-Market,active
1733,2660,2025-04-04,SMB,active
1734,1541,2024-06-08,SMB,active
1735,1883,2024-06-19,Mid-Market,active
1736,767,2023-09-01,SMB,active
1737,391,2023-08-15,SMB,churned
1738,1544,2023-08-06,SMB,active
1739,3790,2024-12-31,Mid-Market,active
1740,3699,2024-08-28,Mid-Market,active
1741,3707,2025-02-08,SMB,active
1742,416,2023-11-20,SMB,active
1743,293,2024-05-13,SMB,active
1744,805,2024-04-01,Mid-Market,active
1745,3150,2023-04-28,Mid-Market,active
1746,3238,2024-05-16,SMB,active
1747,1553,2024-12-28,Mid-Market,active
1748,328,2023-05-06,SMB,active
1749,2049,2024-09-30,SMB,active
1750,2155,2024-04-18,Mid-Market,active
1751,250,2024-11-20,Mid-Market,active
1752,2684,2023-04-07,Mid-Market,active
1753,2414,2023-04-28,SMB,active
1754,2312,2025-02-16,Mid-Market,churned
1755,3366,2025-03-25,SMB,active
1756,1696,2025-01-20,Mid-Market,churned
1757,1143,2023-12-28,SMB,active
1758,3557,2025-02-15,Mid-Market,active
1759,3233,2024-11-18,Mid-Market,active
1760,1957,2025-02-22,SMB,active
1761,1806,2023-04-22,SMB,churned
1762,217,2024-04-04,SMB,active
1763,2655,2023-03-04,Mid-Market,active
1764,747,2023-08-14,Mid-Market,active
1765,2109,2025-03-06,Mid-Market,active
1766,3797,2024-02-03,SMB,active
1767,1455,2023-08-06,Mid-Market,churned
1768,3019,2023-06-27,Mid-Market,active
1769,3962,2025-01-11,SMB,active
1770,2183,2023-02-05,SMB,active
1771,3135,2024-09-30,SMB,active
1772,1799,2023-05-21,Mid-Market,active
1773,2593,2023-02-13,SMB,churned
1774,3217,2024-05-02,SMB,active
1775,1347,2024-08-08,SMB,active
1776,639,2025-02-27,Mid-Market,active
1777,1436,2025-02-20,SMB,active
1778,2762,2024-09-18,Mid-Market,active
1779,1437,2023-06-05,Enterprise,active
1780,411,2023-05-26,Mid-Market,active
1781,690,2024-07-12,Mid-Market,active
1782,1679,2023-03-29,SMB,active
1783,2643,2024-04-08,SMB,active
1784,1611,2025-04-02,Mid-Market,churned
1785,3816,2025-01-12,SMB,active
1786,829,2023-08-05,SMB,active
1787,3975,2025-01-29,SMB,active
1788,3419,2025-02-01,SMB,active
1789,3138,2023-03-20,SMB,active
1790,1838,2025-04-28,SMB,active
1791,741,2024-09-30,SMB,active
1792,1512,2024-02-15,SMB,active
1793,2372,2024-08-29,SMB,churned
1794,1079,2023-03-27,SMB,active
1795,2561,2023-03-16,SMB,active
1796,3356,2024-03-02,Mid-Market,active
1797,3709,2024-05-01,Mid-Market,active
1798,3729,2025-01-29,Mid-Market,active
1799,978,2024-03-07,SMB,active
1800,3528,2023-12-07,SMB,active
1801,2523,2024-09-25,SMB,active
1802,1901,2024-11-16,SMB,active
1803,978,2023-11-10,SMB,active
1804,2856,2024-11-30,SMB,active
1805,3170,2023-06-21,Mid-Market,active
1806,2788,2024-12-10,SMB,active
1807,805,2024-05-23,Mid-Market,churned
1808,2949,2023-09-03,SMB,churned
1809,324,2023-04-10,SMB,active
1810,3498,2024-12-07,SMB,active
1811,2124,2023-02-05,Mid-Market,active
1812,1510,2023-02-09,Enterprise,active
1813,3812,2025-04-17,SMB,active
1814,437,2023-06-14,SMB,active
1815,1115,2024-10-03,SMB,active
1816,3315,2024-06-16,SMB,active
1817,1522,2024-01-09,Mid-Market,active
1818,2812,2025-03-17,SMB,churned
1819,2207,2024-11-18,Mid-Market,active
1820,2048,2024-11-02,SMB,active
1821,3211,2024-10-02,SMB,active
1822,3093,2025-04-27,SMB,active
1823,2525,2024-05-02,Mid-Market,active
1824,791,2023-11-26,SMB,active
1825,408,2025-04-06,SMB,active
1826,828,2024-10-29,SMB,active
1827,13,2024-01-04,SMB,churned
1828,1128,2023-11-15,SMB,churned
1829,3439,2025-03-20,SMB,active
1830,875,2025-04-28,SMB,active
1831,1664,2025-03-12,SMB,active
1832,3399,2023-10-06,Mid-Market,active
1833,329,2024-09-21,SMB,active
1834,397,2023-09-19,Mid-Market,active
1835,1040,2025-01-28,Mid-Market,active
1836,392,2023-07-21,SMB,active
1837,1088,2024-04-11,SMB,active
1838,1105,2023-07-22,SMB,active
1839,1325,2023-12-19,Mid-Market,active
1840,1922,2023-05-03,Mid-Market,active
1841,3902,2024-05-03,SMB,active
1842,1336,2023-12-14,Mid-Market,active
1843,3349,2024-05-23,SMB,active
1844,2163,2024-05-27,SMB,active
1845,1815,2024-03-11,Enterprise,churned
1846,3145,2024-11-19,Enterprise,active
1847,1922,2023-03-13,Mid-Market,churned
1848,131,2024-08-07,SMB,churned
1849,266,2025-04-15,SMB,active
1850,3325,2024-08-07,SMB,active
1851,1140,2023-06-13,Mid-Market,active
1852,2454,2023-04-11,SMB,active
1853,620,2024-03-05,Mid-Market,active
1854,1224,2025-03-06,SMB,active
1855,1883,2023-01-17,Mid-Market,active
1856,184,2025-01-18,SMB,active
1857,285,2025-02-23,SMB,active
1858,3043,2023-03-11,Mid-Market,active
1859,2953,2024-01-07,Mid-Market,active
1860,1472,2023-11-06,Mid-Market,active
1861,1582,2024-07-26,SMB,active
1862,1352,2025-01-10,SMB,active
1863,2911,2024-03-25,Mid-Market,active
1864,371,2024-05-08,SMB,active
1865,945,2023-10-12,SMB,active
1866,916,2023-11-19,Mid-Market,churned
1867,3175,2024-04-23,Mid-Market,active
1868,1902,2024-08-27,SMB,active
1869,889,2023-10-16,Mid-Market,active
1870,663,2024-01-12,SMB,active
1871,3168,2024-09-11,SMB,active
1872,2944,2024-12-21,Enterprise,active
1873,2564,2025-03-14,Mid-Market,active
1874,876,2023-10-03,Mid-Market,active
1875,3528,2023-10-04,SMB,churned
1876,1512,2024-02-04,SMB,active
1877,2114,2024-04-10,Mid-Market,active
1878,479,2023-07-05,SMB,churned
1879,1986,2025-02-15,SMB,active
1880,2306,2023-07-06,SMB,active
1881,3237,2025-02-24,SMB,active
1882,567,2024-09-02,Mid-Market,active
1883,3470,2023-01-22,Enterprise,active
1884,1867,2025-03-02,SMB,active
1885,3821,2023-04-11,SMB,active
1886,2027,2024-12-03,SMB,active
1887,668,2024-02-09,Mid-Market,active
1888,1520,2025-04-14,SMB,active
1889,1930,2025-01-20,Mid-Market,active
1890,1223,2023-03-18,Enterprise,active
1891,2196,2025-02-27,SMB,active
1892,1453,2023-05-17,SMB,churned
1893,454,2025-04-27,Mid-Market,active
1894,187,2024-11-25,SMB,active
1895,1277,2023-05-13,SMB,active
1896,2635,2024-08-17,Mid-Market,active
1897,3003,2023-02-02,SMB,active
1898,1250,2023-07-20,SMB,active
1899,1821,2024-06-29,SMB,churned
1900,3075,2025-02-19,SMB,active
1901,3328,2025-02-26,SMB,active
1902,2163,2024-05-04,SMB,active
1903,2850,2024-12-25,SMB,active
1904,129,2025-02-23,SMB,active
1905,102,2023-08-14,SMB,active
1906,3363,2024-01-12,SMB,active
1907,2897,2024-03-04,Mid-Market,active
1908,341,2024-06-24,Enterprise,active
1909,3067,2023-12-21,Mid-Market,active
1910,1343,2024-06-16,Enterprise,churned
1911,2110,2024-11-20,SMB,churned
1912,1396,2023-03-26,SMB,active
1913,1625,2024-05-25,Mid-Market,active
1914,1253,2025-04-12,SMB,active
1915,607,2024-03-20,Mid-Market,active
1916,1157,2024-05-17,SMB,active
1917,1964,2023-11-08,Mid-Market,active
1918,2412,2025-01-23,Mid-Market,churned
1919,618,2023-10-12,SMB,churned
1920,47,2024-10-27,Mid-Market,active
1921,2324,2024-09-08,SMB,active
1922,1507,2024-05-01,SMB,active
1923,3930,2024-08-23,Mid-Market,active
1924,740,2024-11-03,Mid-Market,churned
1925,1553,2025-01-14,Mid-Market,active
1926,3528,2023-11-28,SMB,active
1927,2133,2024-01-24,SMB,active
1928,2851,2024-07-06,SMB,active
1929,709,2024-04-15,SMB,active
1930,3049,2023-09-02,SMB,active
1931,300,2025-01-05,SMB,active
1932,3374,2023-07-30,Mid-Market,churned
1933,1649,2025-01-23,SMB,churned
1934,2322,2023-10-19,SMB,churned
1935,1862,2023-02-02,Enterprise,active
1936,2812,2025-01-18,SMB,churned
1937,607,2024-06-30,Mid-Market,active
1938,1482,2025-02-12,Mid-Market,churned
1939,1867,2025-01-26,SMB,active
1940,2812,2025-04-19,SMB,active
1941,211,2023-12-20,Enterprise,active
1942,1616,2025-02-10,Mid-Market,active
1943,883,2025-02-16,SMB,active
1944,1827,2023-02-28,Mid-Market,active
1945,3700,2024-09-09,Mid-Market,active
1946,2979,2023-01-08,Mid-Market,active
1947,958,2023-01-10,SMB,active
1948,3384,2024-06-01,SMB,active
1949,3093,2025-03-29,SMB,active
1950,3393,2023-01-31,Mid-Market,active
1951,1329,2023-05-21,SMB,active
1952,1550,2023-07-11,SMB,active
1953,901,2024-07-04,Mid-Market,active
1954,257,2024-07-22,SMB,active
1955,3308,2025-01-14,Mid-Market,churned
1956,932,2023-12-09,SMB,active
1957,405,2023-12-24,SMB,active
1958,3393,2023-03-19,Mid-Market,active
1959,2209,2023-01-10,Mid-Market,active
1960,265,2024-10-20,SMB,active
1961,2730,2023-03-17,SMB,active
1962,3653,2025-02-15,Mid-Market,churned
1963,754,2024-06-27,Mid-Market,active
1964,2180,2024-04-14,Mid-Market,churned
1965,2921,2024-11-19,SMB,active
1966,2389,2023-02-02,Enterprise,churned
1967,303,2025-02-01,SMB,active
1968,3123,2023-06-16,SMB,churned
1969,351,2023-09-25,Mid-Market,active
1970,187,2024-10-15,SMB,active
1971,68,2025-03-21,SMB,active
1972,2195,2024-05-02,Mid-Market,active
1973,2191,2025-04-12,Mid-Market,churned
1974,1853,2025-04-16,Mid-Market,active
1975,3701,2023-04-12,Mid-Market,churned
1976,2094,2024-01-18,Enterprise,active
1977,3407,2024-04-15,Mid-Market,active
1978,1353,2024-01-26,SMB,active
1979,2319,2023-03-18,Mid-Market,active
1980,1412,2025-01-16,SMB,active
1981,965,2025-03-22,Mid-Market,active
1982,3402,2024-06-29,SMB,active
1983,1925,2025-04-16,Mid-Market,active
1984,1691,2023-01-14,SMB,active
1985,2225,2023-10-09,Mid-Market,active
1986,285,2025-03-11,SMB,active
1987,205,2023-04-26,SMB,active
1988,730,2023-03-22,SMB,active
1989,1638,2023-12-01,SMB,active
1990,3127,2025-02-05,SMB,active
1991,3306,2025-04-04,SMB,active
1992,3986,2023-12-02,Mid-Market,active
1993,322,2025-04-02,Enterprise,active
1994,931,2024-03-10,Mid-Market,active
1995,3702,2023-11-29,SMB,churned
1996,1708,2024-02-25,SMB,active
1997,851,2024-10-30,SMB,active
1998,889,2023-10-20,Mid-Market,active
1999,674,2023-03-23,Enterprise,active
2000,3658,2024-11-30,SMB,active
