opportunity_id,account_id,contact_id,sales_rep_id,created_at,amount,pipeline_stage,current_stage,forecast_category,next_step_date,status,actual_close,loss_reason
4052,1515,6102,36,2023-11-22,24639,5,Closed,Best Case,2020-01-01,won,2024-02-17,
4083,1737,6157,19,2023-10-04,39030,1,Discovery,Best Case,2023-10-24,open,,
4084,2677,6162,4,2023-12-14,14498,5,Closed,Best Case,2020-01-01,won,2024-01-05,
4088,2314,6172,1,2023-11-29,64326,2,Demo,Commit,2023-10-07,open,,
4089,2314,6170,1,2023-12-01,95679,5,Closed,Commit,2023-10-18,lost,2023-12-29,no_budget
4090,2314,6172,1,2023-11-30,96229,5,Closed,Omit,2023-10-16,won,2023-12-24,
4091,2279,6174,5,2023-11-10,7258,5,Closed,Commit,2023-11-14,won,2023-11-17,
4102,3112,6184,15,2023-10-19,21694,5,Closed,Commit,2023-11-07,won,2023-11-09,
4161,3894,6291,12,2023-12-26,70477,2,Demo,Commit,2023-11-28,open,,
4162,3894,6290,12,2023-12-18,36750,5,Closed,Commit,2023-11-09,won,2024-03-05,
4163,3894,6291,12,2023-12-19,98802,1,Discovery,Best Case,2023-10-09,open,,
4164,3894,6290,12,2023-12-21,69149,5,Closed,Omit,2023-11-27,won,2024-01-28,
4165,3041,6293,48,2023-10-22,140619,5,Closed,Best Case,2023-11-30,won,2024-01-05,
4166,3041,6293,48,2023-10-24,146163,5,Closed,Best Case,2023-10-26,won,2023-12-30,
4167,3041,6293,48,2023-10-31,338683,5,Closed,Omit,2020-01-01,won,2024-01-10,
4168,3041,6293,48,2023-10-29,261354,5,Closed,Omit,2023-10-23,won,2024-01-29,
4176,3196,6310,15,2023-11-28,63358,5,Closed,Best Case,2023-11-18,won,2024-01-04,
4177,3196,6309,15,2023-11-28,60849,5,Closed,Best Case,2023-11-04,won,2024-01-27,
4191,2201,6328,22,2023-11-26,5421,5,Closed,Omit,2023-10-04,won,2024-03-13,
4192,2201,6329,22,2023-11-27,18361,3,Proposal,Best Case,2023-11-29,open,,
4198,1395,6338,1,2023-11-28,69008,2,Demo,Best Case,2023-10-09,open,,
4242,2126,6408,6,2023-11-23,7324,5,Closed,Omit,2023-11-24,won,2023-12-18,
4243,2126,6407,6,2023-11-26,22388,1,Discovery,Omit,2020-01-01,open,,
4244,922,6410,47,2023-10-05,21657,3,Proposal,Best Case,2023-10-28,open,,
4251,812,6423,9,2023-10-13,61289,5,Closed,Best Case,2023-12-07,won,2023-12-23,
4252,812,6424,9,2023-10-13,46125,5,Closed,Omit,2023-11-01,won,2023-10-22,
4257,229,6429,5,2023-12-01,62817,5,Closed,Commit,2023-12-26,won,2023-12-13,
4258,229,6429,5,2023-12-04,74520,5,Closed,Best Case,2020-01-01,won,2024-01-22,
4259,229,6429,5,2023-12-04,82066,2,Demo,Best Case,2023-12-14,open,,
4260,2021,6430,10,2023-11-02,52278,5,Closed,Commit,2023-12-21,won,2023-12-10,
4261,25,6434,26,2023-10-13,91116,5,Closed,Omit,2023-10-09,won,2023-11-26,
4262,25,6434,26,2023-10-11,85715,4,Negotiation,Best Case,2023-10-09,open,,
4263,25,6434,26,2023-10-13,38030,5,Closed,Commit,2023-11-29,lost,2024-01-10,timing
4264,25,6432,26,2023-10-13,69141,5,Closed,Best Case,2023-12-15,won,2024-02-03,
4306,3942,6501,1,2023-10-03,18148,5,Closed,Best Case,2020-01-01,won,2024-01-08,
4358,507,6562,15,2023-11-13,19655,3,Proposal,Commit,2023-10-13,open,,
4397,1316,6622,33,2023-12-04,180126,5,Closed,Commit,2020-01-01,won,2024-02-04,
4398,1316,6622,33,2023-11-26,222724,1,Discovery,Omit,2023-10-02,open,,
4432,2071,6661,1,2023-11-07,87792,5,Closed,Commit,2023-12-19,won,2023-12-14,
4433,2071,6661,1,2023-11-04,61558,5,Closed,Best Case,2023-11-29,lost,2024-01-11,feature_gap
4466,3501,6699,26,2023-10-14,9053,2,Demo,Best Case,2023-10-25,open,,
4479,897,6710,19,2023-10-20,97795,5,Closed,Commit,2023-12-25,won,2023-12-31,
4493,2915,6736,9,2023-11-22,22860,5,Closed,Commit,2023-12-10,won,2024-03-13,
4498,3639,6752,26,2023-12-23,10730,5,Closed,Omit,2023-12-10,lost,2024-04-05,timing
4499,3639,6752,26,2023-12-25,7575,5,Closed,Best Case,2023-11-09,won,2024-04-05,
4509,869,6771,8,2023-10-05,7791,5,Closed,Omit,2023-12-02,won,2023-10-24,
4511,254,6773,9,2023-11-09,8656,5,Closed,Commit,2023-12-05,lost,2024-02-23,feature_gap
4556,3907,6829,5,2023-11-09,7261,5,Closed,Omit,2023-10-24,lost,2023-12-04,timing
4559,95,6834,20,2023-12-24,17075,5,Closed,Omit,2023-11-08,won,2024-01-07,
4583,2047,6868,7,2023-12-27,77594,2,Demo,Commit,2023-10-23,open,,
4587,2624,6873,42,2023-12-19,16699,1,Discovery,Best Case,2023-10-09,open,,
4609,3414,6905,21,2023-12-15,24330,3,Proposal,Commit,2023-12-11,open,,
4614,1454,6910,43,2023-12-07,20619,1,Discovery,Commit,2023-11-06,open,,
4615,1454,6910,43,2023-12-04,19828,2,Demo,Omit,2023-12-01,open,,
4622,3137,6916,29,2023-10-14,8990,5,Closed,Commit,2023-11-18,won,2023-11-19,
4635,932,6936,38,2023-10-19,12317,4,Negotiation,Best Case,2023-11-10,open,,
4636,932,6937,38,2023-10-19,13326,5,Closed,Omit,2023-11-30,won,2023-12-09,
4637,932,6936,38,2023-10-19,11574,1,Discovery,Omit,2023-10-18,open,,
4638,932,6936,38,2023-10-11,10771,5,Closed,Commit,2023-12-05,won,2024-01-16,
4644,226,6949,46,2023-11-25,14285,5,Closed,Commit,2023-11-29,won,2024-02-27,
4670,3341,6989,10,2023-11-29,21268,5,Closed,Best Case,2023-10-27,won,2024-01-22,
4671,3341,6991,10,2023-12-07,8631,5,Closed,Best Case,2023-11-09,lost,2024-01-27,timing
4672,3341,6989,10,2023-12-02,19859,2,Demo,Best Case,2023-11-04,open,,
4673,3341,6991,10,2023-12-03,9730,5,Closed,Best Case,2020-01-01,lost,2024-01-14,timing
4679,2560,6997,33,2023-10-02,31811,1,Discovery,Best Case,2023-11-19,open,,
4680,2560,6997,33,2023-10-09,63652,5,Closed,Commit,2023-10-14,won,2024-01-26,
4701,2978,7028,5,2023-12-16,21429,5,Closed,Commit,2023-11-20,won,2023-12-27,
4702,2978,7028,5,2023-12-21,7426,2,Demo,Commit,2020-01-01,open,,
4703,1536,7029,8,2023-11-13,480846,5,Closed,Best Case,2023-12-18,won,2024-03-06,
4704,1536,7029,8,2023-11-17,332953,5,Closed,Omit,2020-01-01,won,2024-01-07,
4741,2159,7090,34,2023-10-03,16285,5,Closed,Commit,2023-11-02,won,2024-01-20,
4742,2159,7089,34,2023-10-04,19927,3,Proposal,Best Case,2023-12-21,open,,
4743,2159,7089,34,2023-10-03,21391,5,Closed,Best Case,2023-12-25,lost,2024-01-18,no_budget
4770,3363,7139,49,2023-11-05,7176,5,Closed,Omit,2023-11-27,won,2024-01-12,
4795,139,7184,19,2023-10-29,9813,2,Demo,Commit,2023-11-01,open,,
4796,139,7184,19,2023-10-25,23218,1,Discovery,Commit,2023-11-08,open,,
4807,1807,7205,34,2023-11-18,15750,1,Discovery,Commit,2020-01-01,open,,
4808,1807,7205,34,2023-11-20,5914,5,Closed,Commit,2023-10-15,lost,2024-03-06,feature_gap
4809,697,7209,45,2023-11-24,7201,3,Proposal,Omit,2023-11-17,open,,
4810,697,7209,45,2023-12-04,15265,4,Negotiation,Best Case,2023-12-20,open,,
4818,2681,7214,29,2023-12-31,87599,5,Closed,Omit,2023-12-01,won,2024-02-28,
4841,766,7267,21,2023-10-13,46613,5,Closed,Best Case,2023-11-13,won,2023-11-02,
4865,1246,7299,47,2023-12-08,455368,5,Closed,Omit,2023-11-20,won,2023-12-14,
4866,1246,7299,47,2023-12-13,467457,5,Closed,Omit,2023-12-23,won,2024-01-31,
4868,2893,7303,29,2023-11-15,5733,4,Negotiation,Omit,2023-10-02,open,,
4877,1449,7310,44,2023-10-31,90025,5,Closed,Best Case,2023-11-30,won,2023-12-13,
4878,1449,7309,44,2023-10-31,28586,2,Demo,Best Case,2023-12-05,open,,
4894,2671,7334,47,2023-12-31,165836,5,Closed,Best Case,2023-10-13,won,2024-02-09,
4895,2671,7334,47,2023-12-25,101328,5,Closed,Commit,2023-12-08,won,2024-04-10,
4960,2820,7433,18,2023-12-08,10591,2,Demo,Best Case,2023-12-19,open,,
4961,2820,7435,18,2023-12-01,11878,1,Discovery,Best Case,2023-11-25,open,,
4962,2820,7433,18,2023-12-10,20234,5,Closed,Best Case,2023-12-30,won,2024-03-13,
4989,1825,7479,38,2023-12-07,19186,5,Closed,Omit,2023-10-18,won,2024-03-12,
4990,1825,7481,38,2023-12-14,19219,5,Closed,Commit,2023-11-24,won,2024-01-30,
4991,1825,7479,38,2023-12-12,15337,2,Demo,Commit,2023-11-29,open,,
5007,1156,7507,5,2023-12-31,15034,2,Demo,Omit,2023-11-14,open,,
5016,3053,7518,1,2023-11-09,14251,5,Closed,Omit,2020-01-01,won,2024-02-05,
5017,3053,7518,1,2023-11-16,16260,3,Proposal,Best Case,2023-10-25,open,,
5021,389,7524,34,2023-12-27,15985,5,Closed,Omit,2020-01-01,won,2024-01-07,
5022,389,7524,34,2023-12-31,15152,5,Closed,Commit,2023-11-01,won,2024-01-11,
5030,2903,7541,49,2023-12-15,16308,5,Closed,Omit,2023-12-25,won,2024-02-01,
5031,2903,7541,49,2023-12-14,18603,5,Closed,Best Case,2023-12-02,lost,2023-12-31,no_decision
5032,2903,7543,49,2023-12-16,13188,2,Demo,Commit,2023-11-14,open,,
5039,2184,7558,47,2023-12-19,15831,2,Demo,Commit,2023-11-14,open,,
5040,2184,7559,47,2023-12-14,13298,5,Closed,Best Case,2023-11-10,won,2024-03-27,
5041,2184,7558,47,2023-12-17,24057,5,Closed,Best Case,2020-01-01,lost,2024-04-04,timing
5061,590,7603,7,2023-11-10,26908,3,Proposal,Commit,2023-10-13,open,,
5071,2051,7613,11,2023-11-06,6987,5,Closed,Omit,2020-01-01,won,2023-12-13,
5072,2051,7614,11,2023-11-07,24883,5,Closed,Omit,2023-11-27,won,2024-02-19,
5101,2760,7658,32,2023-11-18,429436,1,Discovery,Commit,2023-10-26,open,,
5102,2760,7657,32,2023-11-15,128464,2,Demo,Best Case,2023-11-03,open,,
5103,2760,7658,32,2023-11-24,414673,2,Demo,Best Case,2023-11-25,open,,
5121,3510,7674,38,2023-11-17,18215,5,Closed,Commit,2023-12-14,won,2024-03-03,
5203,2149,7809,42,2023-11-13,73672,5,Closed,Commit,2023-11-08,won,2024-03-08,
5225,511,7839,26,2023-11-01,24639,5,Closed,Commit,2023-11-13,won,2023-12-08,
5233,2473,7852,16,2023-12-27,21671,1,Discovery,Omit,2023-12-10,open,,
5266,969,7922,7,2023-10-07,135083,5,Closed,Commit,2023-12-04,won,2024-02-02,
5267,969,7920,7,2023-10-09,198499,5,Closed,Commit,2020-01-01,won,2024-01-30,
5268,969,7922,7,2023-10-07,448134,2,Demo,Best Case,2023-10-21,open,,
5275,2310,7933,24,2023-11-06,73815,5,Closed,Best Case,2023-10-28,won,2024-01-20,
5276,2310,7932,24,2023-11-07,68774,5,Closed,Omit,2023-12-27,won,2024-02-21,
5285,1143,7953,3,2023-10-24,6165,5,Closed,Omit,2023-12-15,won,2023-12-05,
5286,1143,7954,3,2023-10-22,9434,5,Closed,Omit,2023-11-14,won,2023-12-02,
5287,1143,7952,3,2023-10-22,16144,5,Closed,Omit,2023-10-20,won,2023-12-28,
5317,2330,7997,32,2023-11-14,97647,5,Closed,Best Case,2023-11-29,won,2023-12-10,
5318,2330,7998,32,2023-11-14,25536,5,Closed,Commit,2023-12-13,won,2023-12-12,
5319,2687,7999,11,2023-12-27,23768,5,Closed,Omit,2023-11-02,won,2024-01-17,
5381,1522,57,17,2023-11-07,25396,2,Demo,Best Case,2023-11-30,open,,
5388,300,3327,10,2023-12-03,5831,3,Proposal,Commit,2020-01-01,open,,
5392,2196,1831,27,2023-10-25,24141,5,Closed,Omit,2023-11-07,lost,2023-11-04,no_decision
5395,4,4802,22,2023-12-03,18794,5,Closed,Commit,2023-12-10,won,2023-12-19,
5397,226,6949,46,2023-11-04,14285,1,Discovery,Commit,2023-12-03,open,,
5419,2374,6763,13,2023-11-22,6371,5,Closed,Best Case,2023-10-30,won,2023-11-30,
5420,1101,3236,24,2023-12-25,7953,5,Closed,Best Case,2023-11-23,won,2024-04-20,
5422,981,6179,5,2023-10-16,87739,5,Closed,Best Case,2023-11-04,won,2023-12-08,
5424,1554,2888,17,2023-12-03,140038,5,Closed,Commit,2020-01-01,won,2024-03-17,
5430,2829,5745,38,2023-11-03,14074,4,Negotiation,Commit,2023-12-18,open,,
5434,620,6681,25,2023-11-13,99222,5,Closed,Best Case,2023-10-20,won,2024-03-05,
5436,165,5848,18,2023-12-10,10059,5,Closed,Omit,2020-01-01,lost,2024-01-20,no_budget
5455,97,,12,2023-12-15,15418,5,Closed,Commit,2023-12-27,won,2023-12-25,
5457,3456,895,20,2023-12-30,24563,3,Proposal,Commit,2023-11-30,open,,
5460,1805,4605,20,2023-10-07,19499,5,Closed,Commit,2023-12-07,won,2024-01-23,
5461,2686,3721,13,2023-11-26,309732,2,Demo,Best Case,2020-01-01,open,,
5463,1605,,48,2023-10-23,87584,5,Closed,Best Case,2023-11-04,won,2023-11-22,
5489,1472,,2,2023-10-30,84798,5,Closed,Omit,2023-11-03,won,2023-11-06,
5501,109,3463,34,2023-11-22,24893,5,Closed,Best Case,2023-10-10,won,2024-01-13,
5508,2695,4683,29,2023-11-14,20740,5,Closed,Omit,2023-11-13,lost,2024-03-06,no_decision
5509,1783,1369,18,2023-10-24,9818,1,Discovery,Omit,2023-12-08,open,,
5518,58,2241,30,2023-12-07,16763,5,Closed,Omit,2023-12-10,won,2024-01-26,
5521,1752,6081,19,2023-12-25,71925,5,Closed,Best Case,2023-12-25,won,2024-02-26,
5536,2899,7668,35,2023-10-31,452694,5,Closed,Omit,2023-10-13,won,2024-02-06,
5540,3273,1788,18,2023-12-01,11287,1,Discovery,Commit,2023-12-10,open,,
5544,3777,519,36,2023-11-15,8407,2,Demo,Best Case,2020-01-01,open,,
5547,867,4377,31,2023-12-29,73448,2,Demo,Best Case,2020-01-01,open,,
5550,1638,6380,26,2023-10-25,22117,5,Closed,Commit,2023-11-03,won,2023-12-01,
5567,667,6670,45,2023-11-14,18016,5,Closed,Commit,2023-10-02,lost,2024-01-13,no_decision
5568,1518,4346,33,2023-12-02,27084,5,Closed,Commit,2023-10-17,lost,2023-12-17,feature_gap
5575,2930,5827,7,2023-12-15,10759,5,Closed,Best Case,2023-10-17,won,2024-03-05,
5588,3553,5564,7,2023-11-20,5610,5,Closed,Commit,2023-11-10,won,2023-12-15,
5590,53,6698,12,2023-10-30,15206,5,Closed,Best Case,2023-11-24,lost,2024-02-14,no_decision
5591,3188,1238,23,2023-12-12,6849,5,Closed,Best Case,2023-12-21,won,2024-02-06,
5593,2935,6241,36,2023-11-17,10295,4,Negotiation,Omit,2023-11-21,open,,
5610,3996,125,1,2023-10-22,97108,2,Demo,Commit,2023-12-02,open,,
5616,2560,6997,33,2023-11-17,63652,2,Demo,Best Case,2023-12-06,open,,
5619,1840,4947,30,2023-11-10,15481,5,Closed,Best Case,2023-10-10,won,2024-02-04,
5628,640,5283,48,2023-12-19,91927,2,Demo,Omit,2023-12-26,open,,
5641,1044,1223,26,2023-12-15,95779,2,Demo,Omit,2023-12-19,open,,
5653,2523,7629,45,2023-10-07,19077,5,Closed,Omit,2023-10-25,won,2024-01-02,
5658,3029,158,39,2023-12-04,7088,5,Closed,Best Case,2023-11-03,won,2024-02-19,
5671,3774,4571,37,2023-12-08,98985,5,Closed,Best Case,2023-10-20,lost,2024-03-14,feature_gap
5688,123,7928,23,2023-12-08,18894,5,Closed,Omit,2023-12-13,lost,2024-01-24,feature_gap
5693,1015,2501,34,2023-10-29,12934,3,Proposal,Best Case,2023-12-27,open,,
5704,1364,3085,3,2023-10-13,17906,5,Closed,Commit,2023-10-09,won,2023-12-24,
5710,2175,5248,34,2023-10-29,74248,2,Demo,Commit,2023-12-27,open,,
5715,13,2184,26,2023-12-02,6988,5,Closed,Omit,2023-11-13,won,2024-01-04,
5725,2809,4754,39,2023-10-18,24491,5,Closed,Commit,2023-10-20,won,2024-01-26,
5729,2446,303,8,2023-11-05,9728,1,Discovery,Commit,2020-01-01,open,,
5731,3057,4367,20,2023-11-21,76508,5,Closed,Best Case,2023-11-17,lost,2024-02-03,timing
5735,2419,963,19,2023-12-17,13607,5,Closed,Omit,2023-10-07,won,2024-01-28,
5745,3233,5066,14,2023-11-29,36171,5,Closed,Best Case,2023-12-02,won,2024-03-15,
5748,916,7427,20,2023-10-22,60359,5,Closed,Omit,2023-12-22,won,2023-11-19,
5756,815,3896,38,2023-10-26,6410,1,Discovery,Commit,2023-12-11,open,,
5768,2009,4547,42,2023-12-11,73912,3,Proposal,Best Case,2023-11-27,open,,
5795,2347,2757,40,2023-12-07,77111,5,Closed,Best Case,2023-10-01,won,2024-01-10,
5803,1122,2638,11,2023-12-20,22583,3,Proposal,Best Case,2023-12-07,open,,
5820,3610,240,43,2023-10-22,68842,3,Proposal,Best Case,2023-11-07,open,,
5821,674,6859,19,2023-11-19,366401,5,Closed,Best Case,2023-10-16,won,2024-02-26,
5825,1809,1242,22,2023-10-21,239947,5,Closed,Best Case,2023-11-11,won,2023-11-30,
5833,3557,7875,1,2023-11-22,84705,5,Closed,Best Case,2023-12-03,won,2024-01-24,
5834,25,6434,26,2023-11-28,91116,5,Closed,Omit,2023-11-11,lost,2024-02-29,timing
5839,2198,424,34,2023-10-17,17414,5,Closed,Best Case,2023-10-07,won,2023-11-18,
5857,3821,740,3,2023-10-17,23487,2,Demo,Commit,2020-01-01,open,,
5872,2850,1505,38,2023-11-29,13447,2,Demo,Commit,2023-11-18,open,,
5876,1823,1639,5,2023-10-16,20895,3,Proposal,Best Case,2023-11-17,open,,
5878,226,6949,46,2023-10-18,14285,5,Closed,Omit,2023-11-21,won,2024-02-06,
5889,2259,4172,29,2023-10-25,20328,5,Closed,Best Case,2020-01-01,won,2023-12-29,
5891,2049,7715,50,2023-12-16,8249,5,Closed,Omit,2023-11-09,won,2024-03-18,
5899,1115,3691,27,2023-11-11,18774,3,Proposal,Omit,2023-12-22,open,,
5900,3049,4554,6,2023-10-30,21256,5,Closed,Omit,2023-10-25,lost,2023-12-22,feature_gap
5902,3067,6901,34,2023-11-11,73701,5,Closed,Best Case,2023-10-22,won,2023-12-21,
5916,271,569,8,2023-10-07,16382,5,Closed,Omit,2023-10-28,won,2023-11-06,
5924,2049,,50,2023-12-03,8905,5,Closed,Commit,2023-11-07,won,2024-02-28,
5933,1592,4582,11,2023-12-16,11599,5,Closed,Commit,2020-01-01,won,2024-02-03,
5942,138,798,7,2023-11-16,88730,2,Demo,Omit,2023-11-02,open,,
5950,1166,3898,4,2023-11-15,6503,2,Demo,Omit,2023-10-15,open,,
5960,3168,3175,13,2023-10-03,8078,3,Proposal,Best Case,2023-11-09,open,,
5972,3184,6487,10,2023-11-21,54912,5,Closed,Best Case,2023-10-22,won,2023-12-17,
5975,600,4449,36,2023-12-21,24081,0,Qualification,Omit,2023-10-30,open,,
5982,2359,2556,40,2023-10-17,44418,3,Proposal,Commit,2023-12-07,open,,
5987,3830,395,1,2023-10-25,17034,5,Closed,Best Case,2020-01-01,won,2023-12-26,
23,368,30,32,2024-03-19,12574,1,Discovery,Best Case,2024-02-23,open,,
32,2197,43,32,2024-01-16,15110,5,Closed,Best Case,2024-02-15,won,2024-01-24,
33,2197,45,32,2024-01-12,9833,5,Closed,Omit,2024-02-04,won,2024-03-12,
102,2379,157,13,2024-01-26,13522,3,Proposal,Omit,2024-03-29,open,,
114,1351,178,48,2024-02-04,17781,5,Closed,Commit,2024-02-23,lost,2024-04-17,feature_gap
115,1351,178,48,2024-02-02,22065,5,Closed,Omit,2024-03-07,won,2024-03-30,
116,1351,177,48,2024-02-04,16688,1,Discovery,Omit,2024-03-20,open,,
130,1231,196,14,2024-01-29,19042,2,Demo,Commit,2024-02-28,open,,
131,357,201,29,2024-01-29,9339,5,Closed,Commit,2024-02-13,lost,2024-05-21,feature_gap
158,4000,249,40,2024-02-13,28288,5,Closed,Best Case,2020-01-01,lost,2024-03-02,no_decision
177,1415,275,1,2024-02-12,70987,5,Closed,Omit,2024-01-19,won,2024-05-23,
178,1415,275,1,2024-02-15,25420,5,Closed,Best Case,2024-01-26,won,2024-05-03,
179,1415,275,1,2024-02-07,62431,3,Proposal,Omit,2024-01-20,open,,
254,1641,388,7,2024-02-09,59874,0,Qualification,Best Case,2024-02-08,open,,
280,2198,424,34,2024-03-28,21379,5,Closed,Commit,2024-03-30,won,2024-04-24,
286,3540,428,6,2024-02-07,5704,5,Closed,Commit,2024-02-14,lost,2024-04-30,timing
297,539,444,10,2024-02-18,11736,1,Discovery,Best Case,2024-02-28,open,,
298,539,444,10,2024-02-23,12153,2,Demo,Best Case,2020-01-01,open,,
308,1088,464,24,2024-01-02,9503,5,Closed,Commit,2024-01-01,won,2024-04-11,
309,1088,464,24,2024-01-06,14628,2,Demo,Commit,2020-01-01,open,,
321,415,481,5,2024-01-23,12900,3,Proposal,Omit,2024-01-11,open,,
330,1585,490,24,2024-02-22,22589,2,Demo,Best Case,2024-02-07,open,,
414,1634,619,25,2024-01-22,16509,5,Closed,Omit,2024-02-17,lost,2024-03-17,no_decision
415,1634,619,25,2024-01-27,14388,5,Closed,Best Case,2024-01-04,won,2024-03-15,
420,363,639,15,2024-01-18,22031,2,Demo,Omit,2024-01-27,open,,
444,1701,684,32,2024-02-19,22191,5,Closed,Commit,2020-01-01,won,2024-02-26,
477,561,733,19,2024-02-03,11385,5,Closed,Omit,2024-02-06,won,2024-03-11,
478,561,734,19,2024-02-07,10519,5,Closed,Omit,2020-01-01,won,2024-05-21,
493,2131,764,11,2024-01-19,18893,5,Closed,Omit,2020-01-01,lost,2024-05-03,feature_gap
500,2911,772,32,2024-01-05,92888,5,Closed,Best Case,2024-02-23,won,2024-04-02,
501,2911,773,32,2024-01-03,68887,5,Closed,Commit,2024-01-08,won,2024-03-25,
547,1625,845,3,2024-03-30,78335,5,Closed,Commit,2024-01-05,won,2024-05-25,
586,447,901,33,2024-02-25,59755,5,Closed,Best Case,2020-01-01,won,2024-04-24,
665,2643,1017,15,2024-02-09,9761,2,Demo,Omit,2024-03-03,open,,
666,2643,1018,15,2024-02-09,8484,5,Closed,Omit,2020-01-01,won,2024-04-08,
673,1610,1026,12,2024-01-16,13330,5,Closed,Omit,2020-01-01,won,2024-03-16,
674,1610,1026,12,2024-01-11,18871,5,Closed,Best Case,2024-03-09,won,2024-04-06,
677,2525,1032,6,2024-02-18,78922,3,Proposal,Commit,2024-01-17,open,,
678,2525,1033,6,2024-02-21,43199,5,Closed,Best Case,2024-01-27,won,2024-05-02,
679,2525,1034,6,2024-02-19,89159,5,Closed,Omit,2020-01-01,won,2024-06-03,
680,2525,,6,2024-02-27,65028,5,Closed,Best Case,2024-01-01,won,2024-05-25,
681,2525,1032,6,2024-02-28,66443,5,Closed,Omit,2024-03-02,won,2024-03-09,
719,1477,1084,24,2024-02-28,5163,5,Closed,Omit,2024-01-30,won,2024-04-18,
726,3977,1095,43,2024-02-01,7174,5,Closed,Omit,2024-01-20,won,2024-03-18,
733,645,1111,21,2024-01-06,23698,5,Closed,Commit,2024-02-25,won,2024-02-01,
738,3657,1121,10,2024-01-03,8829,2,Demo,Omit,2024-02-19,open,,
749,2954,1138,25,2024-01-10,11755,5,Closed,Best Case,2024-03-10,lost,2024-02-28,feature_gap
750,862,1140,43,2024-01-17,15436,5,Closed,Commit,2024-02-22,lost,2024-05-14,no_budget
751,862,1139,43,2024-01-09,11566,5,Closed,Best Case,2020-01-01,won,2024-03-14,
752,862,1140,43,2024-01-11,14717,5,Closed,Best Case,2024-01-18,won,2024-03-05,
767,2180,1163,45,2024-03-01,40235,5,Closed,Best Case,2024-03-08,won,2024-04-14,
787,1107,1197,15,2024-03-18,19081,4,Negotiation,Omit,2024-01-16,open,,
788,1107,1197,15,2024-03-21,16982,5,Closed,Commit,2024-02-12,won,2024-04-30,
850,607,1275,26,2024-03-13,41932,5,Closed,Omit,2024-01-11,won,2024-06-30,
851,607,1275,26,2024-03-11,67141,5,Closed,Best Case,2020-01-01,won,2024-03-20,
908,1783,1369,18,2024-03-23,9818,5,Closed,Omit,2024-02-28,won,2024-04-08,
915,505,1378,6,2024-01-18,14741,2,Demo,Commit,2024-02-29,open,,
916,505,1378,6,2024-01-22,8985,5,Closed,Omit,2024-02-27,won,2024-03-24,
917,505,1377,6,2024-01-18,6056,1,Discovery,Best Case,2020-01-01,open,,
1038,22,1556,4,2024-03-16,5883,5,Closed,Omit,2020-01-01,won,2024-07-01,
1048,2370,1569,47,2024-03-09,16685,5,Closed,Commit,2024-02-17,won,2024-04-24,
1053,331,1574,29,2024-03-03,5839,5,Closed,Commit,2024-02-24,won,2024-04-15,
1057,2706,1580,6,2024-03-27,7796,5,Closed,Commit,2024-02-04,won,2024-06-01,
1077,393,1605,49,2024-01-08,23972,2,Demo,Omit,2024-01-30,open,,
1078,393,1605,49,2024-01-06,6031,3,Proposal,Commit,2024-02-08,open,,
1082,2457,1613,26,2024-03-22,74053,5,Closed,Best Case,2024-01-20,won,2024-03-29,
1096,792,1628,26,2024-02-10,5958,2,Demo,Best Case,2024-01-14,open,,
1127,3939,1667,42,2024-01-19,25704,3,Proposal,Commit,2024-02-23,open,,
1131,1157,1670,17,2024-02-03,16147,5,Closed,Commit,2024-02-18,won,2024-05-17,
1132,1157,1671,17,2024-01-31,21866,5,Closed,Commit,2024-02-06,won,2024-02-09,
1159,1708,1704,20,2024-01-21,17240,2,Demo,Best Case,2024-02-27,open,,
1160,1708,1704,20,2024-01-23,7077,5,Closed,Best Case,2024-01-18,won,2024-04-21,
1161,1708,1704,20,2024-01-27,10266,5,Closed,Commit,2024-02-23,won,2024-02-25,
1192,516,1731,9,2024-02-06,72116,5,Closed,Commit,2024-03-30,lost,2024-04-20,no_decision
1193,516,1733,9,2024-01-31,37340,2,Demo,Commit,2024-01-03,open,,
1194,516,1732,9,2024-02-03,45030,5,Closed,Best Case,2024-01-01,won,2024-02-26,
1195,516,1731,9,2024-02-09,47059,5,Closed,Commit,2024-03-08,won,2024-04-03,
1252,3410,1814,38,2024-03-07,86139,2,Demo,Best Case,2024-03-07,open,,
1253,3410,1814,38,2024-03-06,52793,5,Closed,Best Case,2024-01-23,won,2024-05-17,
1286,2472,1855,25,2024-01-14,5144,5,Closed,Best Case,2024-01-03,won,2024-02-19,
1287,2472,1855,25,2024-01-16,10918,5,Closed,Omit,2024-03-30,won,2024-04-30,
1288,2472,1854,25,2024-01-14,12769,5,Closed,Commit,2024-02-27,won,2024-03-16,
1289,2472,1855,25,2024-01-17,14081,2,Demo,Omit,2024-03-22,open,,
1290,3555,1862,17,2024-02-02,28031,5,Closed,Omit,2024-03-19,won,2024-03-16,
1315,217,1898,12,2024-01-18,23544,5,Closed,Commit,2024-02-19,won,2024-04-26,
1316,217,1897,12,2024-01-23,13282,5,Closed,Omit,2024-01-20,lost,2024-05-08,feature_gap
1317,217,1898,12,2024-01-15,14532,5,Closed,Best Case,2024-03-11,won,2024-04-04,
1318,217,1898,12,2024-01-20,10254,5,Closed,Omit,2024-01-31,won,2024-03-09,
1338,1413,1920,3,2024-02-23,248849,5,Closed,Best Case,2024-03-26,won,2024-03-07,
1339,805,1924,16,2024-02-17,81972,5,Closed,Commit,2024-01-11,won,2024-02-22,
