campaign_id,month,channel_cost_type,amount,region
60,2023-11-01,agency_fee,2637.88,International
28,2023-07-01,martech,3273.63,West
36,2024-12-01,martech,614.92,South
50,2023-04-01,martech,2106.12,South
27,2023-01-01,agency_fee,5235.1,International
34,2024-09-01,agency_fee,2843.26,South
58,2024-06-01,media,6712.23,West
56,2023-11-01,media,38562.34,West
68,2023-06-01,media,7825.26,North
32,2024-09-01,media,15723.55,North
65,2023-07-01,agency_fee,1401.69,East
26,2023-10-01,agency_fee,2826.62,West
55,2024-05-01,martech,542.28,International
48,2023-11-01,media,33194.72,International
62,2024-03-01,media,24692.94,East
43,2023-03-01,martech,2127.84,International
2,2024-11-01,martech,1882.84,South
36,2024-12-01,media,25988.69,South
26,2024-06-01,martech,3206.25,International
65,2023-09-01,media,49012.3,North
14,2023-05-01,agency_fee,8516.97,East
32,2024-12-01,martech,1756.28,North
2,2023-08-01,agency_fee,2337.72,South
52,2023-10-01,martech,938.59,North
10,2023-05-01,agency_fee,3345.37,North
39,2024-12-01,martech,2470.88,West
8,2024-03-01,martech,3496.76,West
18,2023-05-01,martech,2015.71,East
11,2024-02-01,agency_fee,8408.11,West
2,2024-08-01,agency_fee,9971.56,South
3,2024-05-01,media,8755.22,South
51,2024-03-01,media,26715.76,West
45,2024-01-01,agency_fee,6649.48,International
20,2024-11-01,martech,3230.19,West
1,2023-06-01,agency_fee,2974.51,North
39,2023-02-01,martech,2231.21,West
9,2024-01-01,martech,899.09,North
44,2024-11-01,agency_fee,1838.52,North
19,2024-03-01,agency_fee,3674.44,South
20,2024-10-01,martech,4169.89,North
57,2023-07-01,martech,1174.56,East
67,2024-12-01,media,49950.05,South
51,2024-03-01,agency_fee,8512.82,North
60,2023-11-01,media,22421.82,West
46,2024-02-01,media,8487.92,North
9,2024-01-01,agency_fee,3992.61,North
29,2024-06-01,media,18625.16,East
34,2024-03-01,martech,1472.58,International
44,2024-07-01,agency_fee,9931.66,West
27,2023-06-01,agency_fee,5311.23,International
45,2023-11-01,agency_fee,7000.8,International
52,2023-12-01,agency_fee,9495.57,South
11,2023-08-01,agency_fee,1465.83,South
28,2023-11-01,agency_fee,5622.5,South
68,2023-04-01,martech,2018.0,West
27,2023-12-01,media,34851.73,East
39,2023-05-01,media,7843.52,East
37,2024-09-01,media,46111.05,South
52,2023-03-01,martech,3706.88,West
32,2024-04-01,media,36464.57,East
54,2023-06-01,media,47356.12,South
35,2023-03-01,agency_fee,3156.89,East
58,2024-02-01,agency_fee,5225.1,East
1,2024-06-01,martech,1614.37,International
60,2024-06-01,media,26888.72,South
37,2024-05-01,media,2718.32,East
69,2023-02-01,martech,1219.86,International
4,2023-10-01,agency_fee,1924.58,North
65,2024-06-01,media,11091.25,International
31,2024-11-01,media,3171.04,North
60,2023-10-01,media,17623.69,International
32,2024-05-01,martech,4642.5,East
65,2023-11-01,agency_fee,6882.6,West
47,2023-05-01,agency_fee,5555.32,International
28,2024-04-01,martech,1292.67,International
66,2024-06-01,martech,4694.88,East
47,2023-05-01,martech,1418.62,East
57,2023-08-01,martech,1726.01,South
46,2024-03-01,agency_fee,4182.44,International
5,2024-06-01,agency_fee,9316.38,West
26,2023-09-01,media,23481.7,International
22,2024-06-01,media,28463.9,International
44,2024-09-01,martech,2633.83,North
11,2023-08-01,martech,1337.05,South
1,2024-06-01,media,40462.03,South
