account_id,account_name,domain,segment,industry,region,created_date,owner_id,lifecycle_stage,last_activity_at,is_customer,is_churned
754,Bryant Ltd,bryantltd.com,Mid-Market,Retail,West,2022-09-07,36,lead,,False,False
2096,Dougherty Inc,doughertyinc.com,SMB,Education,South,2022-08-10,14,lead,,False,False
314,Harrell PLC,harrellplc.com,SMB,Education,North,2025-02-27,3,lead,,False,False
1474,Johnson and Sons,johnsonandsons.com,Mid-Market,Healthcare,West,2023-08-26,31,lead,,False,False
600,Guerrero-Ibarra,guerrero-ibarra.com,SMB,Healthcare,West,2025-02-12,36,lead,,False,False
3950,Schultz Ltd,schultzltd.com,SMB,Healthcare,East,2024-07-18,29,lead,,False,False
1704,"Gallagher, Armstrong and Matthews",gallagherarmstrongandmatthews.com,SMB,Retail,North,2022-11-29,27,lead,,False,False
3865,Robinson-Wright,robinson-wright.com,SMB,FinTech,International,2022-11-07,50,lead,,False,False
2247,"Bird, Morrison and Adams",birdmorrisonandadams.com,SMB,Healthcare,East,2024-06-19,21,lead,,False,False
3191,Callahan and Sons,callahanandsons.com,SMB,Retail,East,2024-11-30,3,lead,,False,False
1689,"King, Martinez and Leach",kingmartinezandleach.com,SMB,Education,International,2023-11-19,44,lead,,False,False
2693,Ryan and Sons,ryanandsons.com,SMB,Healthcare,South,2025-07-10,12,lead,,False,False
2288,Garcia-Paul,garcia-paul.com,SMB,Education,West,2023-03-10,35,lead,,False,False
1154,Patterson-Duke,patterson-duke.com,Mid-Market,Education,East,2024-10-27,30,lead,,False,False
3974,"Garrison, Schneider and Gardner",garrisonschneiderandgardner.com,Mid-Market,Education,East,2024-02-25,29,lead,,False,False
2483,Murray-Mayer,murray-mayer.com,Mid-Market,Education,North,2023-08-18,3,lead,,False,False
324,Boone-Murray,boone-murray.com,SMB,Healthcare,East,2022-09-18,27,lead,,False,False
1118,Berry-Fox,berry-fox.com,SMB,Retail,International,2023-01-09,44,lead,,False,False
490,Smith Ltd,smithltd.com,SMB,Education,East,2024-05-27,30,lead,,False,False
3451,Vincent PLC,vincentplc.com,SMB,FinTech,East,2023-06-24,29,lead,,False,False
2411,Rhodes-Smith,rhodes-smith.com,SMB,Education,North,2025-05-16,9,lead,,False,False
3351,Barker LLC,barkerllc.com,SMB,Education,South,2022-09-10,16,lead,,False,False
446,Conley-Griffith,conley-griffith.com,SMB,Education,East,2023-01-19,27,lead,,False,False
20,"Whitney, Hernandez and Boyd",whitneyhernandezandboyd.com,SMB,Retail,West,2024-03-04,35,lead,,False,False
1458,"Clarke, Miller and Campos",clarkemillerandcampos.com,SMB,Retail,South,2024-08-25,16,lead,,False,False
2961,"Glenn, Johnson and Crane",glennjohnsonandcrane.com,SMB,Healthcare,North,2023-08-07,8,lead,,False,False
1342,Byrd-Stephens,byrd-stephens.com,Mid-Market,FinTech,North,2023-08-26,6,lead,,False,False
1090,Martin-Davila,martin-davila.com,SMB,FinTech,West,2022-11-14,33,lead,,False,False
1095,Wolfe-Garcia,wolfe-garcia.com,SMB,Retail,West,2024-02-13,11,lead,,False,False
1029,Hernandez PLC,hernandezplc.com,SMB,Healthcare,West,2023-08-01,13,lead,,False,False
1378,Russell Inc,russellinc.com,SMB,Retail,North,2024-01-17,13,lead,,False,False
1727,Carter Inc,carterinc.com,SMB,Retail,West,2023-09-28,34,lead,,False,False
3543,"Holland, Faulkner and Weber",hollandfaulknerandweber.com,SMB,FinTech,West,2024-01-30,31,lead,,False,False
782,Hernandez Ltd,hernandezltd.com,SMB,Retail,South,2025-04-25,20,lead,,False,False
1736,Griffin and Sons,griffinandsons.com,SMB,FinTech,South,2023-07-08,17,lead,,False,False
3929,"Mitchell, Martinez and Ruiz",mitchellmartinezandruiz.com,SMB,Healthcare,East,2024-02-18,37,lead,,False,False
1214,"Walsh, Schwartz and Burke",walshschwartzandburke.com,SMB,Education,North,2024-09-24,3,lead,,False,False
2798,"Pierce, Estes and Cooper",pierceestesandcooper.com,SMB,Retail,North,2024-09-15,3,lead,,False,False
1475,Rowe PLC,roweplc.com,SMB,FinTech,North,2024-07-17,7,lead,,False,False
1191,Cook-Martin,cook-martin.com,Enterprise,Education,South,2025-05-30,18,lead,,False,False
593,Conway LLC,conwayllc.com,SMB,Healthcare,South,2023-01-22,15,lead,,False,False
795,Carter-Williamson,carter-williamson.com,Mid-Market,Education,South,2024-05-28,17,lead,,False,False
2635,Hull Inc,hullinc.com,Mid-Market,Retail,West,2024-05-13,40,lead,,False,False
3190,"Tyler, Rivas and Austin",tylerrivasandaustin.com,SMB,FinTech,South,2023-03-02,20,lead,,False,False
3818,"Franklin, Gonzalez and Cox",franklingonzalezandcox.com,SMB,Education,North,2023-03-11,31,lead,,False,False
2207,Hale PLC,haleplc.com,Mid-Market,Retail,International,2024-08-29,44,lead,,False,False
1323,"Harris, Ortiz and Cohen",harrisortizandcohen.com,SMB,Healthcare,International,2023-07-22,44,lead,,False,False
2674,Garner-Valdez,garner-valdez.com,SMB,FinTech,South,2023-08-07,47,lead,,False,False
1047,Taylor Inc,taylorinc.com,SMB,Healthcare,North,2024-10-04,6,lead,,False,False
2354,"Robertson, Estrada and Montoya",robertsonestradaandmontoya.com,Mid-Market,Retail,North,2023-10-31,3,lead,,False,False
905,Sandoval-Gibson,sandoval-gibson.com,SMB,Education,East,2025-06-12,30,lead,,False,False
3673,"Thomas, Jordan and Burns",thomasjordanandburns.com,SMB,Healthcare,North,2025-03-24,10,lead,,False,False
2408,"Wilson, Morrison and Le",wilsonmorrisonandle.com,SMB,Retail,North,2024-03-22,10,lead,,False,False
167,"Pierce, Pratt and Gutierrez",pierceprattandgutierrez.com,SMB,Retail,West,2023-11-27,38,lead,,False,False
1860,Pena PLC,penaplc.com,SMB,Retail,South,2024-06-25,11,lead,,False,False
3573,Wilson Inc,wilsoninc.com,SMB,Education,West,2023-04-23,27,lead,,False,False
2009,Scott-Shannon,scott-shannon.com,Mid-Market,Education,International,2023-12-12,42,lead,,False,False
1782,Manning-Norton,manning-norton.com,Mid-Market,Education,South,2025-04-17,19,lead,,False,False
3049,"Terry, Edwards and Lara",terryedwardsandlara.com,SMB,FinTech,North,2023-06-30,6,lead,,False,False
481,Owens Group,owensgroup.com,SMB,FinTech,East,2025-06-24,25,lead,,False,False
1932,Charles PLC,charlesplc.com,SMB,Retail,East,2024-12-22,14,lead,,False,False
1733,Harris Ltd,harrisltd.com,SMB,FinTech,South,2022-08-11,13,lead,,False,False
3565,"Young, Collins and Thomas",youngcollinsandthomas.com,Mid-Market,FinTech,International,2025-06-16,48,lead,,False,False
1385,"Pratt, Evans and Harrison",prattevansandharrison.com,SMB,Healthcare,South,2024-11-21,31,lead,,False,False
3090,"Lewis, Espinoza and Taylor",lewisespinozaandtaylor.com,SMB,FinTech,East,2023-07-10,25,lead,,False,False
3665,"Espinoza, Walker and Myers",espinozawalkerandmyers.com,SMB,Healthcare,South,2023-11-10,14,lead,,False,False
1430,Torres-Hall,torres-hall.com,SMB,FinTech,South,2022-07-25,20,lead,,False,False
1138,Mcdonald PLC,mcdonaldplc.com,SMB,Retail,East,2025-03-19,48,lead,,False,False
3068,"White, Davis and Martin",whitedavisandmartin.com,SMB,FinTech,South,2023-10-09,37,lead,,False,False
3774,Brewer Group,brewergroup.com,Mid-Market,Healthcare,West,2022-08-22,37,lead,,False,False
3771,"Torres, Hudson and Mueller",torreshudsonandmueller.com,SMB,Education,West,2023-03-15,38,lead,,False,False
942,Murphy PLC,murphyplc.com,SMB,Retail,East,2024-01-26,25,lead,,False,False
963,"Martinez, Matthews and Armstrong",martinezmatthewsandarmstrong.com,SMB,Retail,South,2024-02-03,11,lead,,False,False
2673,"Hartman, Reynolds and Reid",hartmanreynoldsandreid.com,SMB,Education,West,2023-12-24,31,lead,,False,False
2622,Kelly Group,kellygroup.com,SMB,Education,East,2025-07-15,38,lead,,False,False
1592,"Douglas, Gibson and Snyder",douglasgibsonandsnyder.com,SMB,Retail,South,2023-01-21,11,lead,,False,False
243,"Erickson, Bailey and Shannon",ericksonbaileyandshannon.com,Enterprise,Education,West,2025-02-12,39,lead,,False,False
2741,Lopez PLC,lopezplc.com,Enterprise,Education,West,2024-02-20,33,lead,,False,False
3580,"Parker, Garcia and Russell",parkergarciaandrussell.com,SMB,Education,East,2024-12-23,29,lead,,False,False
888,Braun-Adams,braun-adams.com,Enterprise,Retail,West,2023-07-13,36,lead,,False,False
557,"Hudson, Butler and Anderson",hudsonbutlerandanderson.com,SMB,Healthcare,South,2024-12-22,20,lead,,False,False
1589,"Gibson, Lopez and Tyler",gibsonlopezandtyler.com,SMB,FinTech,International,2023-11-19,50,lead,,False,False
3518,Brown-Keller,brown-keller.com,SMB,Healthcare,East,2023-05-17,24,lead,,False,False
693,Lewis-Newman,lewis-newman.com,Mid-Market,Education,West,2022-11-23,40,lead,,False,False
820,Bell Inc,bellinc.com,SMB,Retail,International,2023-09-26,17,lead,,False,False
1681,Arnold-Young,arnold-young.com,SMB,FinTech,West,2023-03-15,4,lead,,False,False
2594,Rivera-Johnston,rivera-johnston.com,SMB,Retail,West,2024-06-06,34,lead,,False,False
1805,Cooke and Sons,cookeandsons.com,SMB,FinTech,East,2024-06-18,20,lead,,False,False
2440,Kelly PLC,kellyplc.com,SMB,Retail,West,2024-09-18,40,lead,,False,False
927,Valencia Inc,valenciainc.com,SMB,FinTech,South,2022-12-16,15,lead,,False,False
519,Wilson Ltd,wilsonltd.com,SMB,FinTech,International,2025-07-12,48,lead,,False,False
1036,Butler LLC,butlerllc.com,SMB,Retail,South,2022-11-19,19,lead,,False,False
1992,"Marquez, Parker and Wilson",marquezparkerandwilson.com,SMB,Education,North,2025-04-20,9,lead,,False,False
1307,Anderson LLC,andersonllc.com,SMB,Retail,West,2022-08-12,8,lead,,False,False
3538,Miller Group,millergroup.com,Mid-Market,Healthcare,South,2024-12-23,18,lead,,False,False
3827,Howard PLC,howardplc.com,SMB,FinTech,West,2024-12-12,39,lead,,False,False
3062,"Burnett, Martinez and Gardner",burnettmartinezandgardner.com,SMB,Healthcare,South,2024-02-27,19,lead,,False,False
1822,Hill-Short,hill-short.com,Mid-Market,Retail,North,2023-06-28,13,lead,,False,False
826,"Brady, Thompson and Mcdonald",bradythompsonandmcdonald.com,Mid-Market,Education,North,2024-04-29,2,lead,,False,False
3794,Brown LLC,brownllc.com,SMB,Healthcare,South,2024-01-14,46,lead,,False,False
2713,Walter and Sons,walterandsons.com,Mid-Market,FinTech,East,2025-07-02,38,lead,,False,False
2092,"Ramirez, Green and Boyd",ramirezgreenandboyd.com,SMB,Education,West,2023-05-12,40,lead,,False,False
2642,"Bradley, Jones and Hamilton",bradleyjonesandhamilton.com,SMB,Education,West,2024-02-02,31,lead,,False,False
292,Johnson LLC,johnsonllc.com,Mid-Market,Healthcare,West,2025-02-13,35,lead,,False,False
2665,"Carney, Beard and Miranda",carneybeardandmiranda.com,Mid-Market,FinTech,North,2023-11-06,5,lead,,False,False
784,Martinez Group,martinezgroup.com,SMB,Retail,North,2025-06-22,7,lead,,False,False
1417,Wells Inc,wellsinc.com,SMB,Healthcare,West,2022-10-19,39,lead,,False,False
192,White-Delacruz,white-delacruz.com,Mid-Market,Education,South,2024-08-20,19,lead,,False,False
3931,"Brown, Bennett and Hancock",brownbennettandhancock.com,SMB,FinTech,North,2024-04-12,1,lead,,False,False
2111,Clark and Sons,clarkandsons.com,Mid-Market,Education,West,2025-06-05,36,lead,,False,False
2326,Huffman Ltd,huffmanltd.com,SMB,Healthcare,East,2023-08-11,25,lead,,False,False
2251,Delgado and Sons,delgadoandsons.com,SMB,Education,North,2024-08-02,1,lead,,False,False
1796,Simpson Group,simpsongroup.com,SMB,Retail,West,2024-06-16,34,lead,,False,False
1253,Santiago Ltd,santiagoltd.com,SMB,Healthcare,West,2025-05-14,33,lead,,False,False
761,Bentley-Owens,bentley-owens.com,SMB,Education,West,2024-08-15,38,lead,,False,False
2851,Ortiz-Gonzalez,ortiz-gonzalez.com,SMB,Healthcare,North,2024-04-23,4,lead,,False,False
2355,Walker-Steele,walker-steele.com,SMB,FinTech,South,2023-07-05,15,lead,,False,False
1668,"Morris, Weber and Mccoy",morrisweberandmccoy.com,SMB,FinTech,West,2022-12-12,33,lead,,False,False
3336,Kim and Sons,kimandsons.com,SMB,Education,North,2023-11-06,10,lead,,False,False
3103,Cochran-Powers,cochran-powers.com,SMB,FinTech,North,2023-04-05,10,lead,,False,False
2258,Lewis-Smith,lewis-smith.com,SMB,Healthcare,North,2025-04-21,1,lead,,False,False
2276,"Garcia, Choi and Jones",garciachoiandjones.com,SMB,Healthcare,West,2025-06-11,34,lead,,False,False
2734,Clements and Sons,clementsandsons.com,SMB,Education,North,2023-11-25,9,lead,,False,False
3963,Young and Sons,youngandsons.com,SMB,Education,West,2025-06-14,21,lead,,False,False
1623,"Bennett, Andrews and Campbell",bennettandrewsandcampbell.com,SMB,Healthcare,North,2024-08-20,9,lead,,False,False
2695,"Golden, James and Henry",goldenjamesandhenry.com,SMB,FinTech,East,2022-10-18,29,lead,,False,False
3113,Fisher-Rush,fisher-rush.com,SMB,Healthcare,West,2023-11-27,35,lead,,False,False
3255,Cooper-Newman,cooper-newman.com,SMB,Retail,International,2023-12-30,43,lead,,False,False
3890,Cook-Robinson,cook-robinson.com,Enterprise,FinTech,North,2024-12-01,9,lead,,False,False
2988,Vega-Davis,vega-davis.com,SMB,Education,West,2023-05-21,6,lead,,False,False
84,Perez Group,perezgroup.com,SMB,Education,South,2022-07-31,19,lead,,False,False
2110,Carroll-York,carroll-york.com,SMB,FinTech,South,2024-08-25,19,lead,,False,False
3633,"Thompson, Price and Carr",thompsonpriceandcarr.com,SMB,Healthcare,South,2023-07-02,25,lead,,False,False
257,Sims-Potts,sims-potts.com,SMB,Education,West,2024-04-29,33,lead,,False,False
2437,Christensen-Soto,christensen-soto.com,SMB,Education,East,2024-05-05,24,lead,,False,False
1719,"Coleman, Allen and Newton",colemanallenandnewton.com,SMB,Education,North,2023-06-03,3,lead,,False,False
93,Ritter-Nixon,ritter-nixon.com,Mid-Market,Education,East,2022-09-15,27,lead,,False,False
2484,"King, Caldwell and Irwin",kingcaldwellandirwin.com,SMB,Healthcare,South,2023-01-18,39,lead,,False,False
3990,"Howard, Potter and Wong",howardpotterandwong.com,SMB,FinTech,North,2024-07-14,1,lead,,False,False
3298,"Rangel, Shelton and Robinson",rangelsheltonandrobinson.com,SMB,Education,West,2024-08-01,38,lead,,False,False
1871,Black Ltd,blackltd.com,Enterprise,Education,South,2023-04-23,17,lead,,False,False
1309,"Martinez, Jenkins and Hodge",martinezjenkinsandhodge.com,Mid-Market,FinTech,West,2023-01-10,34,lead,,False,False
554,Soto-Rodriguez,soto-rodriguez.com,SMB,Retail,East,2023-10-14,30,lead,,False,False
2022,Greer LLC,greerllc.com,Enterprise,Retail,West,2023-09-05,32,lead,,False,False
778,"Espinoza, Wood and Lee",espinozawoodandlee.com,Enterprise,Education,East,2022-09-08,20,lead,,False,False
3132,Jackson-Gibson,jackson-gibson.com,SMB,Education,South,2024-05-16,16,lead,,False,False
318,Singh Inc,singhinc.com,SMB,Healthcare,East,2024-01-13,27,lead,,False,False
678,"Murray, Campbell and Saunders",murraycampbellandsaunders.com,SMB,Healthcare,West,2023-09-24,34,lead,,False,False
1662,Roberts Inc,robertsinc.com,Mid-Market,Education,East,2025-01-01,27,lead,,False,False
1806,Lee-Reed,lee-reed.com,SMB,FinTech,International,2023-03-01,47,lead,,False,False
2116,"Walters, West and Hernandez",walterswestandhernandez.com,Mid-Market,Retail,International,2025-05-12,43,lead,,False,False
3265,"Ross, James and Fitzgerald",rossjamesandfitzgerald.com,Enterprise,FinTech,North,2023-09-13,4,lead,,False,False
835,"Smith, Keith and Morse",smithkeithandmorse.com,SMB,Healthcare,East,2023-10-23,22,lead,,False,False
956,Kaufman Group,kaufmangroup.com,SMB,Healthcare,North,2022-11-29,3,lead,,False,False
718,"Warren, Francis and Hardy",warrenfrancisandhardy.com,SMB,Education,East,2023-01-11,21,lead,,False,False
702,Castro Group,castrogroup.com,Mid-Market,Education,North,2023-04-06,8,lead,,False,False
3593,Lee-Russell,lee-russell.com,SMB,Retail,West,2025-05-07,27,lead,,False,False
1469,"Munoz, Wells and Kent",munozwellsandkent.com,SMB,Retail,South,2024-09-03,13,lead,,False,False
3224,"Buchanan, Jones and Lambert",buchananjonesandlambert.com,SMB,Healthcare,South,2022-12-20,29,lead,,False,False
1271,Oconnor LLC,oconnorllc.com,SMB,FinTech,East,2024-01-30,27,lead,,False,False
939,Burns-Wilson,burns-wilson.com,SMB,Healthcare,North,2023-04-14,1,lead,,False,False
1016,Moss-Evans,moss-evans.com,SMB,Healthcare,West,2023-01-28,38,lead,,False,False
2809,Lara Group,laragroup.com,SMB,Retail,East,2025-03-10,39,lead,,False,False
175,"Allen, Leonard and Kelley",allenleonardandkelley.com,Mid-Market,Healthcare,West,2023-05-22,40,lead,,False,False
569,Larson Ltd,larsonltd.com,SMB,Education,West,2024-05-06,33,lead,,False,False
3430,"Smith, Robinson and Baker",smithrobinsonandbaker.com,SMB,Retail,East,2023-01-15,25,lead,,False,False
1250,"Brown, Perez and Owen",brownperezandowen.com,SMB,Healthcare,West,2023-04-06,32,lead,,False,False
2959,"Clarke, Li and Harris",clarkeliandharris.com,SMB,Healthcare,International,2025-05-17,42,lead,,False,False
15,Bowen-Phillips,bowen-phillips.com,Mid-Market,Education,North,2023-12-22,35,lead,,False,False
1648,Stanton-Miller,stanton-miller.com,SMB,Education,International,2025-03-07,47,lead,,False,False
3303,"Jones, Duran and Jackson",jonesduranandjackson.com,SMB,Healthcare,South,2023-01-09,18,lead,,False,False
2336,"Ali, Andrews and Bennett",aliandrewsandbennett.com,SMB,Healthcare,East,2023-08-15,22,lead,,False,False
2215,Jordan-Bradley,jordan-bradley.com,SMB,Healthcare,East,2023-10-07,21,lead,,False,False
3166,Wright Inc,wrightinc.com,SMB,FinTech,East,2024-12-18,36,lead,,False,False
1207,Williams Group,williamsgroup.com,SMB,Healthcare,South,2024-06-15,21,lead,,False,False
154,"Johnson, Johnson and Mueller",johnsonjohnsonandmueller.com,SMB,Healthcare,South,2025-05-28,20,lead,,False,False
1769,"Lopez, Martin and Morales",lopezmartinandmorales.com,SMB,Healthcare,North,2022-11-14,4,lead,,False,False
3578,Velazquez Ltd,velazquezltd.com,SMB,FinTech,International,2023-10-31,42,lead,,False,False
1531,Roberts-Park,roberts-park.com,Mid-Market,Education,South,2025-06-29,18,lead,,False,False
2867,Adams-Nguyen,adams-nguyen.com,SMB,Retail,South,2024-10-03,15,lead,,False,False
3560,"Lee, Gutierrez and Bates",leegutierrezandbates.com,Mid-Market,Retail,North,2023-01-10,8,lead,,False,False
1614,Delgado-Bowers,delgado-bowers.com,SMB,Retail,North,2025-03-23,10,lead,,False,False
3245,"Howell, White and Lewis",howellwhiteandlewis.com,Enterprise,Education,East,2023-05-10,27,lead,,False,False
3714,"Cisneros, Edwards and Edwards",cisnerosedwardsandedwards.com,SMB,Healthcare,West,2025-04-27,39,lead,,False,False
4,Foster PLC,fosterplc.com,SMB,Education,East,2024-02-24,22,lead,,False,False
3581,Nelson-Harris,nelson-harris.com,SMB,FinTech,East,2023-03-27,46,lead,,False,False
3337,Wilson-Riley,wilson-riley.com,SMB,Education,North,2025-01-27,2,lead,,False,False
3792,"Lopez, Obrien and Ramos",lopezobrienandramos.com,SMB,Retail,West,2022-09-04,7,lead,,False,False
2878,Snyder and Sons,snyderandsons.com,SMB,FinTech,West,2024-05-11,47,lead,,False,False
2271,"Campbell, Robinson and Gaines",campbellrobinsonandgaines.com,SMB,Education,West,2024-02-13,35,lead,,False,False
1034,Harrison Ltd,harrisonltd.com,SMB,Retail,North,2024-07-06,8,lead,,False,False
380,"Sanford, Morgan and Johnson",sanfordmorganandjohnson.com,SMB,Education,North,2025-03-09,5,lead,,False,False
3055,"Chen, Johnson and Bennett",chenjohnsonandbennett.com,SMB,Retail,South,2023-12-14,20,lead,,False,False
3989,Green Inc,greeninc.com,SMB,Retail,International,2025-05-25,18,lead,,False,False
3133,"Williams, Perez and Ramirez",williamsperezandramirez.com,Mid-Market,Retail,North,2024-06-09,5,lead,,False,False
288,Lindsey-Baker,lindsey-baker.com,SMB,Education,West,2024-05-20,45,lead,,False,False
508,"Porter, Harper and Bright",porterharperandbright.com,SMB,Education,West,2023-10-29,38,lead,,False,False
1488,"Lutz, Hunter and Cross",lutzhunterandcross.com,Mid-Market,Retail,East,2023-05-10,26,lead,,False,False
2050,"Conway, Phillips and Warren",conwayphillipsandwarren.com,SMB,Retail,South,2023-07-25,16,lead,,False,False
838,"Santiago, Garcia and Hernandez",santiagogarciaandhernandez.com,SMB,Retail,East,2024-06-22,29,lead,,False,False
1557,Ruiz-Henry,ruiz-henry.com,SMB,Healthcare,North,2025-02-22,10,lead,,False,False
3471,Bell Ltd,bellltd.com,SMB,FinTech,International,2025-02-16,50,lead,,False,False
3272,"Tucker, Young and Sparks",tuckeryoungandsparks.com,SMB,Education,West,2024-09-21,45,lead,,False,False
1602,Smith-Larson,smith-larson.com,SMB,Retail,North,2024-03-12,1,lead,,False,False
1087,"Lopez, Murphy and Russell",lopezmurphyandrussell.com,SMB,FinTech,West,2024-03-22,33,lead,,False,False
3859,Johnson-Walker,johnson-walker.com,SMB,Education,International,2024-09-18,35,lead,,False,False
2456,Robles-Kirby,robles-kirby.com,SMB,Healthcare,North,2024-01-11,7,lead,,False,False
1277,Ruiz Group,ruizgroup.com,SMB,FinTech,West,2025-03-02,32,lead,,False,False
3756,"Mason, Miller and Hill",masonmillerandhill.com,SMB,Healthcare,South,2023-11-25,18,lead,,False,False
73,Hamilton Group,hamiltongroup.com,SMB,Healthcare,North,2024-02-29,2,lead,,False,False
455,Williams-Stewart,williams-stewart.com,Mid-Market,Healthcare,West,2022-11-25,38,lead,,False,False
3759,Mitchell-Zamora,mitchell-zamora.com,Mid-Market,Retail,West,2024-06-08,35,lead,,False,False
2054,Stone PLC,stoneplc.com,SMB,Healthcare,South,2023-09-03,13,lead,,False,False
3729,Carr Inc,carrinc.com,Mid-Market,Education,West,2025-02-04,38,lead,,False,False
247,"Patel, Young and Delgado",patelyounganddelgado.com,SMB,Education,International,2022-09-17,48,lead,,False,False
411,Holland LLC,hollandllc.com,Mid-Market,Education,North,2023-04-30,10,lead,,False,False
3968,Byrd-Marshall,byrd-marshall.com,SMB,FinTech,West,2024-07-02,34,lead,,False,False
2327,Trujillo PLC,trujilloplc.com,SMB,Education,North,2025-03-14,1,lead,,False,False
3498,Barnes Group,barnesgroup.com,SMB,FinTech,East,2024-10-31,24,lead,,False,False
3209,Lewis PLC,lewisplc.com,Mid-Market,Healthcare,International,2023-02-21,19,lead,,False,False
3768,Short Ltd,shortltd.com,SMB,Retail,International,2023-03-20,42,lead,,False,False
431,Lucas Group,lucasgroup.com,Mid-Market,Retail,International,2024-01-26,49,lead,,False,False
1471,"Mcdonald, Dixon and Sampson",mcdonalddixonandsampson.com,SMB,Retail,West,2023-05-14,34,lead,,False,False
1571,Hanson-Lucero,hanson-lucero.com,SMB,FinTech,International,2024-12-21,46,lead,,False,False
946,Huerta PLC,huertaplc.com,SMB,FinTech,North,2024-08-24,13,lead,,False,False
454,"Allen, Ryan and Allen",allenryanandallen.com,Mid-Market,Education,North,2025-03-17,3,lead,,False,False
3537,Thompson-Fleming,thompson-fleming.com,SMB,FinTech,South,2024-05-31,18,lead,,False,False
3505,Snyder LLC,snyderllc.com,SMB,Education,North,2025-02-06,2,lead,,False,False
802,Bell Inc,bellinc.com,Mid-Market,FinTech,East,2023-01-03,29,lead,,False,False
1442,Day-Smith,day-smith.com,SMB,Healthcare,West,2024-01-15,39,lead,,False,False
2831,Hansen Group,hansengroup.com,SMB,Education,South,2024-03-18,17,lead,,False,False
2944,"Campbell, Obrien and Cardenas",campbellobrienandcardenas.com,Enterprise,Education,North,2024-08-24,44,lead,,False,False
2106,Leach-Adams,leach-adams.com,Mid-Market,FinTech,East,2024-11-18,24,lead,,False,False
688,Jones PLC,jonesplc.com,SMB,Education,West,2024-05-06,39,lead,,False,False
1751,"Burke, Clay and Salinas",burkeclayandsalinas.com,SMB,Education,East,2023-01-09,23,lead,,False,False
2488,"Washington, Kirby and Blevins",washingtonkirbyandblevins.com,Mid-Market,FinTech,East,2023-05-04,23,lead,,False,False
1275,"Jenkins, Wiggins and Guzman",jenkinswigginsandguzman.com,SMB,Retail,East,2025-06-12,26,lead,,False,False
1437,Howard Inc,howardinc.com,Enterprise,Education,West,2023-04-04,7,lead,,False,False
3945,"James, Willis and Medina",jameswillisandmedina.com,Mid-Market,Education,South,2022-09-10,14,lead,,False,False
3475,"Edwards, Stephenson and Jackson",edwardsstephensonandjackson.com,SMB,Healthcare,East,2024-03-05,25,lead,,False,False
2431,"Harvey, George and Murphy",harveygeorgeandmurphy.com,SMB,Education,International,2024-12-23,45,lead,,False,False
2609,Pratt and Sons,prattandsons.com,Mid-Market,Healthcare,North,2024-07-21,3,lead,,False,False
2830,"Francis, Harris and Allen",francisharrisandallen.com,SMB,Retail,South,2022-12-01,13,lead,,False,False
3304,"Herrera, Calhoun and Kelley",herreracalhounandkelley.com,SMB,Education,North,2024-07-23,3,lead,,False,False
255,"Cox, Harris and Powell",coxharrisandpowell.com,Mid-Market,Retail,North,2023-05-16,8,lead,,False,False
659,Hughes Inc,hughesinc.com,SMB,Healthcare,North,2022-09-19,1,lead,,False,False
1276,West-Coleman,west-coleman.com,SMB,FinTech,North,2022-12-03,6,lead,,False,False
2556,Pham and Sons,phamandsons.com,SMB,Education,South,2024-01-02,3,lead,,False,False
2546,Price-Wood,price-wood.com,SMB,FinTech,North,2025-01-14,1,lead,,False,False
510,Moore Group,mooregroup.com,SMB,Education,West,2024-09-26,31,lead,,False,False
2753,Avery-Castro,avery-castro.com,SMB,Retail,South,2023-11-24,13,lead,,False,False
3736,Hayes Ltd,hayesltd.com,SMB,Retail,North,2024-10-20,6,lead,,False,False
2427,Watson-Ramirez,watson-ramirez.com,SMB,Education,North,2025-03-02,23,lead,,False,False
1256,Ferrell LLC,ferrellllc.com,Mid-Market,Education,West,2023-08-30,32,lead,,False,False
1268,Snyder-Ramirez,snyder-ramirez.com,SMB,FinTech,International,2023-08-13,50,lead,,False,False
3361,Garcia LLC,garciallc.com,Mid-Market,FinTech,East,2022-10-23,24,lead,,False,False
1608,Chen and Sons,chenandsons.com,SMB,FinTech,International,2024-08-21,43,lead,,False,False
1281,Hart PLC,hartplc.com,SMB,Education,North,2023-11-15,30,lead,,False,False
3640,Wilson Inc,wilsoninc.com,SMB,Healthcare,West,2024-12-13,21,lead,,False,False
1545,Murphy-Wiggins,murphy-wiggins.com,SMB,Healthcare,East,2022-11-10,21,lead,,False,False
3694,"Stevens, Bradford and Stevens",stevensbradfordandstevens.com,SMB,Retail,North,2025-04-08,7,lead,,False,False
1840,"Leach, Evans and Reyes",leachevansandreyes.com,SMB,Healthcare,East,2023-02-14,30,lead,,False,False
488,"Berry, Moore and Johnson",berrymooreandjohnson.com,SMB,Education,East,2025-06-06,4,lead,,False,False
1888,Rodgers-Steele,rodgers-steele.com,SMB,Education,West,2023-11-26,37,lead,,False,False
2577,Shaffer LLC,shafferllc.com,SMB,Healthcare,West,2022-11-27,38,lead,,False,False
1053,"Boyer, Adams and Fitzgerald",boyeradamsandfitzgerald.com,SMB,Retail,North,2023-01-16,21,lead,,False,False
2718,Payne-Stephens,payne-stephens.com,SMB,Education,South,2023-04-12,16,lead,,False,False
70,Sanchez-Bell,sanchez-bell.com,SMB,Education,West,2023-07-29,34,lead,,False,False
3223,Ruiz-Mccall,ruiz-mccall.com,SMB,FinTech,West,2024-04-15,31,lead,,False,False
